FID,geom,addr:city,addr:housenumber,addr:postcode,addr:street,internet_access,name,payment:cash,tourism,type,website,wikidata,wikipedia,osm_id,osm_type,editlink,tutoriallink,fee,name:etymology:wikidata,note,operator,wheelchair,addr:place,changing_table,dog,image,opening_hours,phone,barrier,fixme,amenity
OSM_MRN_tourism_theme_park_4326_Point.1,POINT (8.729477487999997 49.40189066000001),Heidelberg,5a,69117,Königstuhl,no,Märchenparadies Heidelberg,only,theme_park,multipolygon,https://maerchen-paradies.de,Q1957398,https://de.wikipedia.org/wiki/Märchenparadies_Königstuhl,1991213,relation,https://www.openstreetmap.org/relation/1991213,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,
OSM_MRN_tourism_theme_park_4326_Point.2,POINT (8.297079643243244 49.31832245675675),,,,,,Holiday-Park,,theme_park,,https://www.holidaypark.de/,Q565945,https://de.wikipedia.org/wiki/Holiday_Park,33075782,way,https://www.openstreetmap.org/way/33075782,https://learnosm.org/de/beginner/,yes,Q565945,Grenzverlauf noch nicht exakt,HolidayPark GmbH,yes,,,,,,,,,
OSM_MRN_tourism_theme_park_4326_Point.3,POINT (9.45488035106383 49.40991237234042),Osterburken,1,74706,,,Adventon Histotainment-Park,only,theme_park,,http://www.mittelalterpark.de,Q105069972,,46739914,way,https://www.openstreetmap.org/way/46739914,https://learnosm.org/de/beginner/,,,,Histotainment GmbH,limited,Marienhöhe,yes,leashed,File:Adventon 01.jpg,"Apr - Oct Su,PH 11:00-18:00",+49 6291 647910,,,
OSM_MRN_tourism_theme_park_4326_Point.4,POINT (8.09879495607477 49.41206967850465),,,,,,Kurpfalz-Park,,theme_park,,https://www.kurpfalz-park.de/,Q1265654,https://de.wikipedia.org/wiki/Kurpfalz-Park,68283680,way,https://www.openstreetmap.org/way/68283680,https://learnosm.org/de/beginner/,yes,,,B&T Kurpfalz-Park GmbH & Co. KG,,,,,,,+49 6325 959010,fence,Umrisse teilweise geschätzt,
OSM_MRN_tourism_theme_park_4326_Point.5,POINT (8.1927674 49.0722096),,,,,,Fun Forest,,theme_park,,,,,89240328,node,https://www.openstreetmap.org/node/89240328,https://learnosm.org/de/beginner/,,,,,no,,,,,,,,,biergarten
