PragaDate,DAILY_TMIN,DAILY_TMAX,DAILY_PREC
2025-01-01,-0.3,11.9,0.0
2025-01-02,0.1,10.8,0.0
2025-01-03,1.7,11.8,0.0
2025-01-04,0.1,3.6,0.2
2025-01-05,3.1,5.3,0.0
2025-01-06,3.6,5.8,0.2
2025-01-07,3.6,9.4,0.4
2025-01-08,3.0,8.6,0.2
2025-01-09,4.5,9.9,3.6
2025-01-10,5.5,11.8,0.0
2025-01-11,-0.2,8.3,0.0
2025-01-12,-1.5,7.8,0.2
2025-01-13,-3.1,6.6,0.0
2025-01-14,-2.0,6.7,0.2
2025-01-15,-2.3,9.6,0.0
2025-01-16,1.1,7.2,0.0
2025-01-17,-0.4,8.0,0.0
2025-01-18,-0.1,7.5,0.8
2025-01-19,3.2,7.4,0.6
2025-01-20,4.2,6.6,3.7
2025-01-21,3.2,10.3,0.2
2025-01-22,4.6,6.5,1.0
2025-01-23,5.4,7.6,0.5
2025-01-24,4.6,11.9,0.2
2025-01-25,5.1,9.1,0.0
2025-01-26,5.1,10.1,4.4
2025-01-27,6.6,10.7,0.2
2025-01-28,8.6,17.9,3.5
2025-01-29,5.2,14.8,0.0
2025-01-30,2.8,12.1,0.0
2025-01-31,3.1,8.3,6.6
2025-02-01,6.2,9.0,3.1
2025-02-02,6.3,10.5,0.0
2025-02-03,3.7,12.6,0.0
2025-02-04,1.2,11.1,0.2
2025-02-05,1.6,13.4,0.0
2025-02-06,-2.0,10.3,0.0
2025-02-07,0.5,6.7,0.0
2025-02-08,3.4,5.9,15.1
2025-02-09,2.9,6.6,4.5
2025-02-10,5.2,9.6,0.0
2025-02-11,5.3,10.3,6.4
2025-02-12,7.1,9.3,1.6
2025-02-13,7.6,11.1,0.2
2025-02-14,3.0,10.0,30.6
2025-02-15,1.2,9.3,0.9
2025-02-16,-1.3,8.0,0.2
2025-02-17,2.0,6.2,0.0
2025-02-18,1.7,5.6,0.0
2025-02-19,2.1,5.9,0.0
2025-02-20,0.3,9.2,0.0
2025-02-21,1.2,13.0,0.0
2025-02-22,4.8,13.3,0.0
2025-02-23,7.8,12.8,0.0
2025-02-24,8.2,13.7,1.2
2025-02-25,8.6,12.2,2.2
2025-02-26,7.9,10.4,22.5
2025-02-27,6.5,15.2,0.0
2025-02-28,3.9,11.3,0.2
2025-03-01,6.1,9.2,3.1
2025-03-02,3.9,12.4,0.0
2025-03-03,2.3,14.6,0.0
2025-03-04,2.1,16.3,0.0
2025-03-05,4.0,17.4,0.0
2025-03-06,4.1,17.5,0.0
2025-03-07,4.6,16.0,0.0
2025-03-08,4.3,17.4,0.0
2025-03-09,8.0,15.5,1.2
2025-03-10,10.1,16.5,11.0
2025-03-11,9.3,16.8,8.2
2025-03-12,9.2,16.2,12.9
2025-03-13,8.3,16.3,0.4
2025-03-14,9.6,13.4,15.4
2025-03-15,9.7,14.6,8.9
2025-03-16,6.5,15.7,0.2
2025-03-17,4.3,16.6,0.0
2025-03-18,2.2,8.5,0.0
2025-03-19,1.2,12.1,0.0
2025-03-20,2.2,15.4,0.0
2025-03-21,5.5,12.8,0.4
2025-03-22,8.8,11.7,12.5
2025-03-23,8.9,18.2,1.0
2025-03-24,8.4,18.2,3.6
2025-03-25,9.9,15.4,14.3
2025-03-26,7.4,17.7,1.5
2025-03-27,9.1,16.8,1.6
2025-03-28,10.2,17.2,2.9
2025-03-29,9.8,13.4,15.1
2025-03-30,8.8,20.5,0.0
2025-03-31,7.6,18.4,0.2
2025-04-01,5.9,13.9,0.2
2025-04-02,8.3,17.1,1.8
2025-04-03,7.6,20.2,0.0
2025-04-04,7.7,20.7,0.0
2025-04-05,9.4,23.1,0.0
2025-04-06,5.4,15.7,0.0
2025-04-07,3.4,13.6,0.0
2025-04-08,3.5,15.1,0.0
2025-04-09,5.2,18.5,0.0
2025-04-10,7.7,20.6,0.0
2025-04-11,8.9,24.9,0.0
2025-04-12,10.0,20.9,0.0
2025-04-13,10.8,16.2,7.7
2025-04-14,10.8,13.8,25.2
2025-04-15,12.7,21.5,4.5
2025-04-16,12.4,19.8,13.4
2025-04-17,12.1,18.8,4.7
2025-04-18,11.0,19.0,1.4
2025-04-19,9.0,20.2,0.0
2025-04-20,9.8,20.8,5.2
2025-04-21,11.2,20.1,0.0
2025-04-22,10.5,23.5,0.0
2025-04-23,13.9,23.0,1.1
2025-04-24,13.1,21.5,0.4
2025-04-25,12.1,20.0,0.0
2025-04-26,9.9,20.8,0.0
