"AnnoMese";"Postazione";"Giorno";"N Giorno Settimana";"Strada";"Transiti - Totale";"Transiti - Non Classificato";"Transiti - Leggeri";"Transiti - Pesanti";"Transiti - Diurno";"Transiti - Notturno";"Transiti - Feriali";"Transiti - Festivi"
"2024/10";"7";"02/10/2024";"3";"SS 64 a Ponte della Venturina (Porretta Terme) al confine regionale Toscana";"";"";"";"";"";"";"";""
"2024/10";"7";"03/10/2024";"4";"SS 64 a Ponte della Venturina (Porretta Terme) al confine regionale Toscana";"";"";"";"";"";"";"";""
"2024/10";"7";"04/10/2024";"5";"SS 64 a Ponte della Venturina (Porretta Terme) al confine regionale Toscana";"";"";"";"";"";"";"";""
"2024/10";"7";"05/10/2024";"6";"SS 64 a Ponte della Venturina (Porretta Terme) al confine regionale Toscana";"";"";"";"";"";"";"";""
"2024/10";"7";"06/10/2024";"7";"SS 64 a Ponte della Venturina (Porretta Terme) al confine regionale Toscana";"";"";"";"";"";"";"";""
"2024/10";"7";"07/10/2024";"1";"SS 64 a Ponte della Venturina (Porretta Terme) al confine regionale Toscana";"";"";"";"";"";"";"";""
"2024/10";"7";"08/10/2024";"2";"SS 64 a Ponte della Venturina (Porretta Terme) al confine regionale Toscana";"";"";"";"";"";"";"";""
"2024/10";"7";"09/10/2024";"3";"SS 64 a Ponte della Venturina (Porretta Terme) al confine regionale Toscana";"";"";"";"";"";"";"";""
"2024/10";"7";"10/10/2024";"4";"SS 64 a Ponte della Venturina (Porretta Terme) al confine regionale Toscana";"";"";"";"";"";"";"";""
"2024/10";"7";"11/10/2024";"5";"SS 64 a Ponte della Venturina (Porretta Terme) al confine regionale Toscana";"";"";"";"";"";"";"";""
"2024/10";"7";"12/10/2024";"6";"SS 64 a Ponte della Venturina (Porretta Terme) al confine regionale Toscana";"";"";"";"";"";"";"";""
"2024/10";"7";"13/10/2024";"7";"SS 64 a Ponte della Venturina (Porretta Terme) al confine regionale Toscana";"";"";"";"";"";"";"";""
"2024/10";"7";"14/10/2024";"1";"SS 64 a Ponte della Venturina (Porretta Terme) al confine regionale Toscana";"";"";"";"";"";"";"";""
"2024/10";"9";"01/10/2024";"2";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.413";"0";"1.335";"78";"1.166";"247";"1.413";"0"
"2024/10";"9";"02/10/2024";"3";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.241";"2";"1.165";"74";"1.015";"226";"1.241";"0"
"2024/10";"9";"03/10/2024";"4";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.048";"0";"991";"57";"873";"175";"1.048";"0"
"2024/10";"9";"04/10/2024";"5";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.369";"0";"1.296";"73";"1.148";"221";"1.369";"0"
"2024/10";"9";"05/10/2024";"6";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.356";"0";"1.322";"34";"1.040";"316";"0";"1.356"
"2024/10";"9";"06/10/2024";"7";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.512";"0";"1.507";"5";"1.259";"253";"0";"1.512"
"2024/10";"9";"07/10/2024";"1";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.238";"0";"1.184";"54";"1.017";"221";"1.238";"0"
"2024/10";"9";"08/10/2024";"2";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.242";"0";"1.181";"61";"1.030";"212";"1.242";"0"
"2024/10";"9";"09/10/2024";"3";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.320";"0";"1.265";"55";"1.086";"234";"1.320";"0"
"2024/10";"9";"10/10/2024";"4";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.348";"0";"1.279";"69";"1.090";"258";"1.348";"0"
"2024/10";"9";"11/10/2024";"5";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.587";"0";"1.518";"69";"1.281";"306";"1.587";"0"
"2024/10";"9";"12/10/2024";"6";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.584";"0";"1.555";"29";"1.248";"336";"0";"1.584"
"2024/10";"9";"13/10/2024";"7";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"4.136";"2";"4.114";"20";"3.700";"436";"0";"4.136"
"2024/10";"9";"14/10/2024";"1";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.234";"1";"1.158";"75";"1.017";"217";"1.234";"0"
"2024/10";"12";"01/10/2024";"2";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"14.997";"1";"14.319";"677";"12.027";"2.970";"14.997";"0"
"2024/10";"12";"02/10/2024";"3";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"15.144";"0";"14.429";"715";"12.015";"3.129";"15.144";"0"
"2024/10";"12";"03/10/2024";"4";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"14.776";"2";"14.235";"539";"11.718";"3.058";"14.776";"0"
"2024/10";"12";"04/10/2024";"5";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"16.423";"0";"15.730";"693";"12.692";"3.731";"16.423";"0"
"2024/10";"12";"05/10/2024";"6";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"14.323";"0";"14.131";"192";"10.345";"3.978";"0";"14.323"
"2024/10";"12";"06/10/2024";"7";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"13.037";"0";"12.941";"96";"9.709";"3.328";"0";"13.037"
"2024/10";"12";"07/10/2024";"1";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"14.565";"2";"13.887";"676";"11.750";"2.815";"14.565";"0"
"2024/10";"12";"08/10/2024";"2";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"14.606";"0";"13.977";"629";"11.690";"2.916";"14.606";"0"
"2024/10";"12";"09/10/2024";"3";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"15.077";"2";"14.449";"626";"11.949";"3.128";"15.077";"0"
"2024/10";"12";"10/10/2024";"4";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"15.385";"0";"14.689";"696";"12.181";"3.204";"15.385";"0"
"2024/10";"12";"11/10/2024";"5";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"16.352";"0";"15.681";"671";"12.451";"3.901";"16.352";"0"
"2024/10";"12";"12/10/2024";"6";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"15.075";"0";"14.828";"247";"10.762";"4.313";"0";"15.075"
"2024/10";"12";"13/10/2024";"7";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"13.760";"2";"13.672";"86";"10.191";"3.569";"0";"13.760"
"2024/10";"12";"14/10/2024";"1";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"14.485";"0";"13.891";"594";"11.613";"2.872";"14.485";"0"
"2024/10";"16";"01/10/2024";"2";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.751";"0";"1.584";"167";"1.440";"311";"1.751";"0"
"2024/10";"16";"02/10/2024";"3";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.700";"0";"1.551";"149";"1.400";"300";"1.700";"0"
"2024/10";"16";"03/10/2024";"4";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.612";"0";"1.467";"145";"1.299";"313";"1.612";"0"
"2024/10";"16";"04/10/2024";"5";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.779";"0";"1.654";"125";"1.462";"317";"1.779";"0"
"2024/10";"16";"05/10/2024";"6";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.593";"0";"1.562";"31";"1.181";"412";"0";"1.593"
"2024/10";"16";"06/10/2024";"7";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.368";"0";"1.344";"24";"981";"387";"0";"1.368"
"2024/10";"16";"07/10/2024";"1";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.609";"0";"1.492";"117";"1.323";"286";"1.609";"0"
"2024/10";"16";"08/10/2024";"2";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.711";"0";"1.558";"153";"1.427";"284";"1.711";"0"
"2024/10";"16";"09/10/2024";"3";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.784";"0";"1.650";"134";"1.441";"343";"1.784";"0"
"2024/10";"16";"10/10/2024";"4";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.864";"0";"1.692";"172";"1.480";"384";"1.864";"0"
"2024/10";"16";"11/10/2024";"5";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.833";"0";"1.680";"153";"1.437";"396";"1.833";"0"
"2024/10";"16";"12/10/2024";"6";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.687";"0";"1.619";"68";"1.212";"475";"0";"1.687"
"2024/10";"16";"13/10/2024";"7";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.838";"0";"1.814";"24";"1.345";"493";"0";"1.838"
"2024/10";"16";"14/10/2024";"1";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.805";"0";"1.640";"165";"1.491";"314";"1.805";"0"
"2024/10";"17";"01/10/2024";"2";"SS 12 tra Mirandola e confine regionale Lombardia";"10.979";"0";"9.890";"1.089";"8.586";"2.393";"10.979";"0"
"2024/10";"17";"02/10/2024";"3";"SS 12 tra Mirandola e confine regionale Lombardia";"10.909";"0";"9.802";"1.107";"8.482";"2.427";"10.909";"0"
"2024/10";"17";"03/10/2024";"4";"SS 12 tra Mirandola e confine regionale Lombardia";"10.456";"0";"9.463";"993";"8.147";"2.309";"10.456";"0"
"2024/10";"17";"04/10/2024";"5";"SS 12 tra Mirandola e confine regionale Lombardia";"11.474";"0";"10.507";"967";"8.716";"2.758";"11.474";"0"
"2024/10";"17";"05/10/2024";"6";"SS 12 tra Mirandola e confine regionale Lombardia";"8.673";"0";"8.514";"159";"6.102";"2.571";"0";"8.673"
"2024/10";"17";"06/10/2024";"7";"SS 12 tra Mirandola e confine regionale Lombardia";"7.173";"0";"7.130";"43";"4.951";"2.222";"0";"7.173"
"2024/10";"17";"07/10/2024";"1";"SS 12 tra Mirandola e confine regionale Lombardia";"11.073";"0";"10.015";"1.058";"8.844";"2.229";"11.073";"0"
"2024/10";"17";"08/10/2024";"2";"SS 12 tra Mirandola e confine regionale Lombardia";"10.614";"0";"9.584";"1.030";"8.337";"2.277";"10.614";"0"
"2024/10";"17";"09/10/2024";"3";"SS 12 tra Mirandola e confine regionale Lombardia";"11.070";"0";"9.913";"1.157";"8.619";"2.451";"11.070";"0"
"2024/10";"17";"10/10/2024";"4";"SS 12 tra Mirandola e confine regionale Lombardia";"11.245";"0";"10.066";"1.179";"8.778";"2.467";"11.245";"0"
"2024/10";"17";"11/10/2024";"5";"SS 12 tra Mirandola e confine regionale Lombardia";"11.767";"0";"10.647";"1.120";"8.866";"2.901";"11.767";"0"
"2024/10";"17";"12/10/2024";"6";"SS 12 tra Mirandola e confine regionale Lombardia";"9.578";"0";"9.352";"226";"6.638";"2.940";"0";"9.578"
"2024/10";"17";"13/10/2024";"7";"SS 12 tra Mirandola e confine regionale Lombardia";"8.734";"0";"8.655";"79";"6.252";"2.482";"0";"8.734"
"2024/10";"17";"14/10/2024";"1";"SS 12 tra Mirandola e confine regionale Lombardia";"10.943";"0";"9.734";"1.209";"8.776";"2.167";"10.943";"0"
"2024/10";"19";"01/10/2024";"2";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.763";"0";"9.886";"2.877";"9.875";"2.888";"12.763";"0"
"2024/10";"19";"02/10/2024";"3";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.630";"0";"9.741";"2.889";"9.782";"2.848";"12.630";"0"
"2024/10";"19";"03/10/2024";"4";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.537";"0";"9.861";"2.676";"9.775";"2.762";"12.537";"0"
"2024/10";"19";"04/10/2024";"5";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"13.295";"0";"10.797";"2.498";"10.190";"3.105";"13.295";"0"
"2024/10";"19";"05/10/2024";"6";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"11.243";"0";"10.811";"432";"8.211";"3.032";"0";"11.243"
"2024/10";"19";"06/10/2024";"7";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"10.149";"0";"9.953";"196";"7.228";"2.921";"0";"10.149"
"2024/10";"19";"07/10/2024";"1";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.582";"0";"9.956";"2.626";"9.791";"2.791";"12.582";"0"
"2024/10";"19";"08/10/2024";"2";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.066";"0";"9.543";"2.523";"9.405";"2.661";"12.066";"0"
"2024/10";"19";"09/10/2024";"3";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.874";"0";"10.175";"2.699";"10.042";"2.832";"12.874";"0"
"2024/10";"19";"10/10/2024";"4";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"13.441";"0";"10.684";"2.757";"10.455";"2.986";"13.441";"0"
"2024/10";"19";"11/10/2024";"5";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"13.789";"0";"11.218";"2.571";"10.529";"3.260";"13.789";"0"
"2024/10";"19";"12/10/2024";"6";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.129";"0";"11.648";"481";"8.910";"3.219";"0";"12.129"
"2024/10";"19";"13/10/2024";"7";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"11.511";"0";"11.235";"276";"8.585";"2.926";"0";"11.511"
"2024/10";"19";"14/10/2024";"1";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.689";"0";"9.959";"2.730";"9.858";"2.831";"12.689";"0"
"2024/10";"25";"01/10/2024";"2";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"28.432";"0";"26.541";"1.891";"21.611";"6.821";"28.432";"0"
"2024/10";"25";"02/10/2024";"3";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"28.328";"0";"26.468";"1.860";"20.971";"7.357";"28.328";"0"
"2024/10";"25";"03/10/2024";"4";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"27.945";"0";"26.224";"1.721";"21.065";"6.880";"27.945";"0"
"2024/10";"25";"04/10/2024";"5";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"30.022";"0";"28.387";"1.635";"22.132";"7.890";"30.022";"0"
"2024/10";"25";"05/10/2024";"6";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"29.124";"0";"28.702";"422";"20.265";"8.859";"0";"29.124"
"2024/10";"25";"06/10/2024";"7";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"23.326";"0";"23.190";"136";"15.848";"7.478";"0";"23.326"
"2024/10";"25";"07/10/2024";"1";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"28.579";"0";"26.744";"1.835";"21.998";"6.581";"28.579";"0"
"2024/10";"25";"08/10/2024";"2";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"28.044";"0";"26.173";"1.871";"21.749";"6.295";"28.044";"0"
"2024/10";"25";"09/10/2024";"3";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"30.291";"0";"28.086";"2.205";"22.423";"7.868";"30.291";"0"
"2024/10";"25";"10/10/2024";"4";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"31.151";"0";"27.708";"3.443";"21.028";"10.123";"31.151";"0"
"2024/10";"25";"11/10/2024";"5";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"33.333";"0";"30.044";"3.289";"22.596";"10.737";"33.333";"0"
"2024/10";"25";"12/10/2024";"6";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"29.988";"0";"29.453";"535";"20.583";"9.405";"0";"29.988"
"2024/10";"25";"13/10/2024";"7";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"25.816";"0";"25.674";"142";"17.882";"7.934";"0";"25.816"
"2024/10";"25";"14/10/2024";"1";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"28.966";"0";"26.984";"1.982";"22.218";"6.748";"28.966";"0"
"2024/10";"29";"01/10/2024";"2";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"23.112";"0";"20.665";"2.447";"17.951";"5.161";"23.112";"0"
"2024/10";"29";"02/10/2024";"3";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"23.719";"0";"21.197";"2.522";"18.116";"5.603";"23.719";"0"
"2024/10";"29";"03/10/2024";"4";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"22.912";"0";"20.574";"2.338";"17.492";"5.420";"22.912";"0"
"2024/10";"29";"04/10/2024";"5";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"24.551";"0";"22.310";"2.241";"18.468";"6.083";"24.551";"0"
"2024/10";"29";"05/10/2024";"6";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"22.834";"0";"22.400";"434";"15.826";"7.008";"0";"22.834"
"2024/10";"29";"06/10/2024";"7";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"19.687";"0";"19.493";"194";"13.722";"5.965";"0";"19.687"
"2024/10";"29";"07/10/2024";"1";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"22.812";"0";"20.501";"2.311";"17.751";"5.061";"22.812";"0"
"2024/10";"29";"08/10/2024";"2";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"23.372";"0";"21.023";"2.349";"17.873";"5.499";"23.372";"0"
"2024/10";"29";"09/10/2024";"3";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"23.659";"0";"21.098";"2.561";"17.733";"5.926";"23.659";"0"
"2024/10";"29";"10/10/2024";"4";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"24.465";"0";"21.591";"2.874";"18.407";"6.058";"24.465";"0"
"2024/10";"29";"11/10/2024";"5";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"24.850";"0";"22.478";"2.372";"18.062";"6.788";"24.850";"0"
"2024/10";"29";"12/10/2024";"6";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"24.104";"0";"23.577";"527";"16.337";"7.767";"0";"24.104"
"2024/10";"29";"13/10/2024";"7";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"20.744";"0";"20.510";"234";"14.192";"6.552";"0";"20.744"
"2024/10";"29";"14/10/2024";"1";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"22.734";"0";"20.437";"2.297";"17.384";"5.350";"22.734";"0"
"2024/10";"53";"01/10/2024";"2";"SS 309 a San Giuseppe di Comacchio";"10.778";"0";"6.735";"4.043";"8.427";"2.351";"10.778";"0"
"2024/10";"53";"02/10/2024";"3";"SS 309 a San Giuseppe di Comacchio";"11.013";"0";"6.937";"4.076";"8.565";"2.448";"11.013";"0"
"2024/10";"53";"03/10/2024";"4";"SS 309 a San Giuseppe di Comacchio";"10.087";"0";"6.228";"3.859";"7.994";"2.093";"10.087";"0"
"2024/10";"53";"04/10/2024";"5";"SS 309 a San Giuseppe di Comacchio";"11.020";"0";"7.811";"3.209";"8.592";"2.428";"11.020";"0"
"2024/10";"53";"05/10/2024";"6";"SS 309 a San Giuseppe di Comacchio";"9.008";"0";"8.007";"1.001";"6.763";"2.245";"0";"9.008"
"2024/10";"53";"06/10/2024";"7";"SS 309 a San Giuseppe di Comacchio";"9.492";"0";"9.111";"381";"7.348";"2.144";"0";"9.492"
"2024/10";"53";"07/10/2024";"1";"SS 309 a San Giuseppe di Comacchio";"10.439";"0";"6.818";"3.621";"8.119";"2.320";"10.439";"0"
"2024/10";"53";"08/10/2024";"2";"SS 309 a San Giuseppe di Comacchio";"10.563";"0";"6.477";"4.086";"8.329";"2.234";"10.563";"0"
"2024/10";"53";"09/10/2024";"3";"SS 309 a San Giuseppe di Comacchio";"10.960";"0";"6.956";"4.004";"8.586";"2.374";"10.960";"0"
"2024/10";"53";"10/10/2024";"4";"SS 309 a San Giuseppe di Comacchio";"11.458";"0";"7.494";"3.964";"9.029";"2.429";"11.458";"0"
"2024/10";"53";"11/10/2024";"5";"SS 309 a San Giuseppe di Comacchio";"11.255";"0";"8.061";"3.194";"8.749";"2.506";"11.255";"0"
"2024/10";"53";"12/10/2024";"6";"SS 309 a San Giuseppe di Comacchio";"9.812";"0";"8.830";"982";"7.405";"2.407";"0";"9.812"
"2024/10";"53";"13/10/2024";"7";"SS 309 a San Giuseppe di Comacchio";"10.016";"0";"9.644";"372";"7.484";"2.532";"0";"10.016"
"2024/10";"53";"14/10/2024";"1";"SS 309 a San Giuseppe di Comacchio";"10.785";"0";"7.078";"3.707";"8.366";"2.419";"10.785";"0"
"2024/10";"95";"01/10/2024";"2";"SS 10 tra Castel San Giovanni e Sarmato";"13.573";"0";"12.600";"973";"10.648";"2.925";"13.573";"0"
"2024/10";"95";"02/10/2024";"3";"SS 10 tra Castel San Giovanni e Sarmato";"13.335";"0";"12.511";"824";"10.424";"2.911";"13.335";"0"
"2024/10";"95";"03/10/2024";"4";"SS 10 tra Castel San Giovanni e Sarmato";"12.958";"0";"12.098";"860";"10.096";"2.862";"12.958";"0"
"2024/10";"95";"04/10/2024";"5";"SS 10 tra Castel San Giovanni e Sarmato";"14.237";"0";"13.359";"878";"10.932";"3.305";"14.237";"0"
"2024/10";"95";"05/10/2024";"6";"SS 10 tra Castel San Giovanni e Sarmato";"11.638";"0";"11.406";"232";"8.480";"3.158";"0";"11.638"
"2024/10";"95";"06/10/2024";"7";"SS 10 tra Castel San Giovanni e Sarmato";"9.657";"0";"9.565";"92";"7.361";"2.296";"0";"9.657"
"2024/10";"95";"07/10/2024";"1";"SS 10 tra Castel San Giovanni e Sarmato";"13.068";"1";"12.213";"854";"10.288";"2.780";"13.068";"0"
"2024/10";"95";"08/10/2024";"2";"SS 10 tra Castel San Giovanni e Sarmato";"13.034";"0";"12.196";"838";"10.197";"2.837";"13.034";"0"
"2024/10";"95";"09/10/2024";"3";"SS 10 tra Castel San Giovanni e Sarmato";"13.122";"0";"12.309";"813";"10.304";"2.818";"13.122";"0"
"2024/10";"95";"10/10/2024";"4";"SS 10 tra Castel San Giovanni e Sarmato";"13.351";"0";"12.519";"832";"10.314";"3.037";"13.351";"0"
"2024/10";"95";"11/10/2024";"5";"SS 10 tra Castel San Giovanni e Sarmato";"14.328";"0";"13.415";"913";"10.849";"3.479";"14.328";"0"
"2024/10";"95";"12/10/2024";"6";"SS 10 tra Castel San Giovanni e Sarmato";"11.984";"1";"11.762";"221";"8.615";"3.369";"0";"11.984"
"2024/10";"95";"13/10/2024";"7";"SS 10 tra Castel San Giovanni e Sarmato";"9.409";"0";"9.337";"72";"6.763";"2.646";"0";"9.409"
"2024/10";"95";"14/10/2024";"1";"SS 10 tra Castel San Giovanni e Sarmato";"12.848";"1";"11.973";"874";"10.050";"2.798";"12.848";"0"
"2024/10";"98";"01/10/2024";"2";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"3.142";"1";"2.963";"178";"2.499";"643";"3.142";"0"
"2024/10";"98";"02/10/2024";"3";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"3.027";"0";"2.858";"169";"2.418";"609";"3.027";"0"
"2024/10";"98";"03/10/2024";"4";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.376";"0";"2.248";"128";"1.952";"424";"2.376";"0"
"2024/10";"98";"04/10/2024";"5";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.922";"0";"2.789";"133";"2.314";"608";"2.922";"0"
"2024/10";"98";"05/10/2024";"6";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.938";"0";"2.860";"78";"2.239";"699";"0";"2.938"
"2024/10";"98";"06/10/2024";"7";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"4.717";"0";"4.683";"34";"3.971";"746";"0";"4.717"
"2024/10";"98";"07/10/2024";"1";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.870";"1";"2.700";"169";"2.328";"542";"2.870";"0"
"2024/10";"98";"08/10/2024";"2";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.805";"0";"2.639";"166";"2.244";"561";"2.805";"0"
"2024/10";"98";"09/10/2024";"3";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"3.095";"0";"2.930";"165";"2.456";"639";"3.095";"0"
