"AnnoMese";"Postazione";"Giorno";"N Giorno Settimana";"Strada";"Corsia";"Transiti - Totale";"Transiti - Non Classificato";"Transiti - Leggeri";"Transiti - Pesanti";"Transiti - Diurno";"Transiti - Notturno";"Transiti - Feriali";"Transiti - Festivi"
"2025/01";"177";"29/01/2025";"3";"NSA 313 complanare sud alla A 14 nel tratto tra San Lazzaro e Idice";"0 - DA BOLOGNA A OZZANO EMILIA";"11.086";"0";"10.525";"561";"8.314";"2.772";"11.086";"0"
"2025/01";"177";"29/01/2025";"3";"NSA 313 complanare sud alla A 14 nel tratto tra San Lazzaro e Idice";"1 - DA BOLOGNA A OZZANO EMILIA";"5.458";"0";"5.381";"77";"4.494";"964";"5.458";"0"
"2025/01";"177";"30/01/2025";"4";"NSA 313 complanare sud alla A 14 nel tratto tra San Lazzaro e Idice";"0 - DA BOLOGNA A OZZANO EMILIA";"11.030";"0";"10.482";"548";"8.228";"2.802";"11.030";"0"
"2025/01";"177";"30/01/2025";"4";"NSA 313 complanare sud alla A 14 nel tratto tra San Lazzaro e Idice";"1 - DA BOLOGNA A OZZANO EMILIA";"5.619";"0";"5.540";"79";"4.557";"1.062";"5.619";"0"
"2025/01";"177";"31/01/2025";"5";"NSA 313 complanare sud alla A 14 nel tratto tra San Lazzaro e Idice";"0 - DA BOLOGNA A OZZANO EMILIA";"11.161";"0";"10.653";"508";"8.233";"2.928";"11.161";"0"
"2025/01";"177";"31/01/2025";"5";"NSA 313 complanare sud alla A 14 nel tratto tra San Lazzaro e Idice";"1 - DA BOLOGNA A OZZANO EMILIA";"5.173";"0";"5.117";"56";"4.173";"1.000";"5.173";"0"
"2025/01";"285";"18/01/2025";"6";"SP 1 tra Crevalcore e San Matteo della Decima";"0 - DA SAN MATTEO DELLA DECIMA A CREVALCORE";"2.416";"0";"2.368";"48";"1.761";"655";"0";"2.416"
"2025/01";"285";"18/01/2025";"6";"SP 1 tra Crevalcore e San Matteo della Decima";"1 - DA CREVALCORE A SAN MATTEO DELLA DECIMA";"2.444";"0";"2.390";"54";"1.889";"555";"0";"2.444"
"2025/01";"285";"19/01/2025";"7";"SP 1 tra Crevalcore e San Matteo della Decima";"0 - DA SAN MATTEO DELLA DECIMA A CREVALCORE";"1.651";"0";"1.640";"11";"1.195";"456";"0";"1.651"
"2025/01";"285";"19/01/2025";"7";"SP 1 tra Crevalcore e San Matteo della Decima";"1 - DA CREVALCORE A SAN MATTEO DELLA DECIMA";"1.636";"0";"1.626";"10";"1.194";"442";"0";"1.636"
"2025/01";"285";"20/01/2025";"1";"SP 1 tra Crevalcore e San Matteo della Decima";"0 - DA SAN MATTEO DELLA DECIMA A CREVALCORE";"2.956";"0";"2.774";"182";"2.406";"550";"2.956";"0"
"2025/01";"285";"20/01/2025";"1";"SP 1 tra Crevalcore e San Matteo della Decima";"1 - DA CREVALCORE A SAN MATTEO DELLA DECIMA";"3.025";"0";"2.810";"215";"2.522";"503";"3.025";"0"
"2025/01";"285";"21/01/2025";"2";"SP 1 tra Crevalcore e San Matteo della Decima";"0 - DA SAN MATTEO DELLA DECIMA A CREVALCORE";"2.974";"0";"2.815";"159";"2.424";"550";"2.974";"0"
"2025/01";"285";"21/01/2025";"2";"SP 1 tra Crevalcore e San Matteo della Decima";"1 - DA CREVALCORE A SAN MATTEO DELLA DECIMA";"3.065";"0";"2.864";"201";"2.505";"560";"3.065";"0"
"2025/01";"285";"22/01/2025";"3";"SP 1 tra Crevalcore e San Matteo della Decima";"0 - DA SAN MATTEO DELLA DECIMA A CREVALCORE";"3.091";"0";"2.910";"181";"2.511";"580";"3.091";"0"
"2025/01";"285";"22/01/2025";"3";"SP 1 tra Crevalcore e San Matteo della Decima";"1 - DA CREVALCORE A SAN MATTEO DELLA DECIMA";"3.056";"1";"2.860";"195";"2.525";"531";"3.056";"0"
"2025/01";"285";"23/01/2025";"4";"SP 1 tra Crevalcore e San Matteo della Decima";"0 - DA SAN MATTEO DELLA DECIMA A CREVALCORE";"3.056";"0";"2.903";"153";"2.466";"590";"3.056";"0"
"2025/01";"285";"23/01/2025";"4";"SP 1 tra Crevalcore e San Matteo della Decima";"1 - DA CREVALCORE A SAN MATTEO DELLA DECIMA";"3.114";"0";"2.943";"171";"2.542";"572";"3.114";"0"
"2025/01";"285";"24/01/2025";"5";"SP 1 tra Crevalcore e San Matteo della Decima";"0 - DA SAN MATTEO DELLA DECIMA A CREVALCORE";"3.190";"0";"3.009";"181";"2.533";"657";"3.190";"0"
"2025/01";"285";"24/01/2025";"5";"SP 1 tra Crevalcore e San Matteo della Decima";"1 - DA CREVALCORE A SAN MATTEO DELLA DECIMA";"3.263";"0";"3.062";"201";"2.615";"648";"3.263";"0"
"2025/01";"285";"25/01/2025";"6";"SP 1 tra Crevalcore e San Matteo della Decima";"0 - DA SAN MATTEO DELLA DECIMA A CREVALCORE";"2.402";"1";"2.352";"49";"1.724";"678";"0";"2.402"
"2025/01";"285";"25/01/2025";"6";"SP 1 tra Crevalcore e San Matteo della Decima";"1 - DA CREVALCORE A SAN MATTEO DELLA DECIMA";"2.435";"0";"2.383";"52";"1.811";"624";"0";"2.435"
"2025/01";"285";"26/01/2025";"7";"SP 1 tra Crevalcore e San Matteo della Decima";"0 - DA SAN MATTEO DELLA DECIMA A CREVALCORE";"1.600";"0";"1.594";"6";"1.120";"480";"0";"1.600"
"2025/01";"285";"26/01/2025";"7";"SP 1 tra Crevalcore e San Matteo della Decima";"1 - DA CREVALCORE A SAN MATTEO DELLA DECIMA";"1.608";"0";"1.597";"11";"1.137";"471";"0";"1.608"
"2025/01";"285";"27/01/2025";"1";"SP 1 tra Crevalcore e San Matteo della Decima";"0 - DA SAN MATTEO DELLA DECIMA A CREVALCORE";"3.098";"0";"2.926";"172";"2.521";"577";"3.098";"0"
"2025/01";"285";"27/01/2025";"1";"SP 1 tra Crevalcore e San Matteo della Decima";"1 - DA CREVALCORE A SAN MATTEO DELLA DECIMA";"3.042";"0";"2.826";"216";"2.525";"517";"3.042";"0"
"2025/01";"285";"28/01/2025";"2";"SP 1 tra Crevalcore e San Matteo della Decima";"0 - DA SAN MATTEO DELLA DECIMA A CREVALCORE";"3.316";"0";"3.121";"195";"2.768";"548";"3.316";"0"
"2025/01";"285";"28/01/2025";"2";"SP 1 tra Crevalcore e San Matteo della Decima";"1 - DA CREVALCORE A SAN MATTEO DELLA DECIMA";"3.211";"0";"2.996";"215";"2.651";"560";"3.211";"0"
"2025/01";"285";"29/01/2025";"3";"SP 1 tra Crevalcore e San Matteo della Decima";"0 - DA SAN MATTEO DELLA DECIMA A CREVALCORE";"3.436";"0";"3.222";"214";"2.817";"619";"3.436";"0"
"2025/01";"285";"29/01/2025";"3";"SP 1 tra Crevalcore e San Matteo della Decima";"1 - DA CREVALCORE A SAN MATTEO DELLA DECIMA";"3.293";"0";"3.092";"201";"2.735";"558";"3.293";"0"
"2025/01";"285";"30/01/2025";"4";"SP 1 tra Crevalcore e San Matteo della Decima";"0 - DA SAN MATTEO DELLA DECIMA A CREVALCORE";"3.356";"0";"3.169";"187";"2.692";"664";"3.356";"0"
"2025/01";"285";"30/01/2025";"4";"SP 1 tra Crevalcore e San Matteo della Decima";"1 - DA CREVALCORE A SAN MATTEO DELLA DECIMA";"3.358";"0";"3.158";"200";"2.716";"642";"3.358";"0"
"2025/01";"285";"31/01/2025";"5";"SP 1 tra Crevalcore e San Matteo della Decima";"0 - DA SAN MATTEO DELLA DECIMA A CREVALCORE";"3.172";"0";"3.010";"162";"2.494";"678";"3.172";"0"
"2025/01";"285";"31/01/2025";"5";"SP 1 tra Crevalcore e San Matteo della Decima";"1 - DA CREVALCORE A SAN MATTEO DELLA DECIMA";"3.237";"0";"3.050";"187";"2.592";"645";"3.237";"0"
"2025/01";"607";"18/01/2025";"6";"SP 1 a Villafranca di Forli' al confine provinciale Forli'-Cesena/Ravenna";"1 - DA CONFINE PROVINCIALE RAVENNA A FORLI'";"1.587";"0";"1.553";"34";"1.202";"385";"0";"1.587"
"2025/01";"607";"19/01/2025";"7";"SP 1 a Villafranca di Forli' al confine provinciale Forli'-Cesena/Ravenna";"1 - DA CONFINE PROVINCIALE RAVENNA A FORLI'";"1.437";"0";"1.435";"2";"1.094";"343";"0";"1.437"
"2025/01";"607";"20/01/2025";"1";"SP 1 a Villafranca di Forli' al confine provinciale Forli'-Cesena/Ravenna";"1 - DA CONFINE PROVINCIALE RAVENNA A FORLI'";"2.041";"0";"1.922";"119";"1.694";"347";"2.041";"0"
"2025/01";"607";"21/01/2025";"2";"SP 1 a Villafranca di Forli' al confine provinciale Forli'-Cesena/Ravenna";"1 - DA CONFINE PROVINCIALE RAVENNA A FORLI'";"2.029";"0";"1.905";"124";"1.662";"367";"2.029";"0"
"2025/01";"607";"22/01/2025";"3";"SP 1 a Villafranca di Forli' al confine provinciale Forli'-Cesena/Ravenna";"1 - DA CONFINE PROVINCIALE RAVENNA A FORLI'";"2.142";"0";"2.023";"119";"1.761";"381";"2.142";"0"
"2025/01";"607";"23/01/2025";"4";"SP 1 a Villafranca di Forli' al confine provinciale Forli'-Cesena/Ravenna";"1 - DA CONFINE PROVINCIALE RAVENNA A FORLI'";"2.151";"0";"2.037";"114";"1.728";"423";"2.151";"0"
"2025/01";"607";"24/01/2025";"5";"SP 1 a Villafranca di Forli' al confine provinciale Forli'-Cesena/Ravenna";"1 - DA CONFINE PROVINCIALE RAVENNA A FORLI'";"2.166";"0";"2.039";"127";"1.746";"420";"2.166";"0"
"2025/01";"607";"25/01/2025";"6";"SP 1 a Villafranca di Forli' al confine provinciale Forli'-Cesena/Ravenna";"1 - DA CONFINE PROVINCIALE RAVENNA A FORLI'";"1.565";"0";"1.530";"35";"1.149";"416";"0";"1.565"
"2025/01";"607";"26/01/2025";"7";"SP 1 a Villafranca di Forli' al confine provinciale Forli'-Cesena/Ravenna";"1 - DA CONFINE PROVINCIALE RAVENNA A FORLI'";"1.346";"0";"1.341";"5";"1.066";"280";"0";"1.346"
"2025/01";"607";"27/01/2025";"1";"SP 1 a Villafranca di Forli' al confine provinciale Forli'-Cesena/Ravenna";"1 - DA CONFINE PROVINCIALE RAVENNA A FORLI'";"2.003";"0";"1.890";"113";"1.635";"368";"2.003";"0"
"2025/01";"607";"28/01/2025";"2";"SP 1 a Villafranca di Forli' al confine provinciale Forli'-Cesena/Ravenna";"1 - DA CONFINE PROVINCIALE RAVENNA A FORLI'";"2.051";"0";"1.911";"140";"1.665";"386";"2.051";"0"
"2025/01";"607";"29/01/2025";"3";"SP 1 a Villafranca di Forli' al confine provinciale Forli'-Cesena/Ravenna";"1 - DA CONFINE PROVINCIALE RAVENNA A FORLI'";"2.174";"0";"2.058";"116";"1.803";"371";"2.174";"0"
"2025/01";"607";"30/01/2025";"4";"SP 1 a Villafranca di Forli' al confine provinciale Forli'-Cesena/Ravenna";"1 - DA CONFINE PROVINCIALE RAVENNA A FORLI'";"2.176";"0";"2.055";"121";"1.772";"404";"2.176";"0"
"2025/01";"607";"31/01/2025";"5";"SP 1 a Villafranca di Forli' al confine provinciale Forli'-Cesena/Ravenna";"1 - DA CONFINE PROVINCIALE RAVENNA A FORLI'";"2.216";"0";"2.093";"123";"1.790";"426";"2.216";"0"
"2025/01";"615";"18/01/2025";"6";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"0 - DA PIACENZA A LODI";"11.869";"0";"11.716";"153";"8.766";"3.103";"0";"11.869"
"2025/01";"615";"18/01/2025";"6";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"1 - DA LODI A PIACENZA";"4.628";"0";"4.543";"85";"3.463";"1.165";"0";"4.628"
"2025/01";"615";"18/01/2025";"6";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"2 - DA LODI A PIACENZA";"8.008";"0";"7.738";"270";"6.051";"1.957";"0";"8.008"
"2025/01";"615";"19/01/2025";"7";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"0 - DA PIACENZA A LODI";"9.706";"0";"9.607";"99";"7.143";"2.563";"0";"9.706"
"2025/01";"615";"19/01/2025";"7";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"1 - DA LODI A PIACENZA";"3.531";"0";"3.489";"42";"2.626";"905";"0";"3.531"
"2025/01";"615";"19/01/2025";"7";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"2 - DA LODI A PIACENZA";"6.354";"0";"6.241";"113";"4.873";"1.481";"0";"6.354"
"2025/01";"615";"20/01/2025";"1";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"0 - DA PIACENZA A LODI";"11.578";"0";"11.380";"198";"8.923";"2.655";"11.578";"0"
"2025/01";"615";"20/01/2025";"1";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"1 - DA LODI A PIACENZA";"4.402";"0";"4.282";"120";"3.479";"923";"4.402";"0"
"2025/01";"615";"20/01/2025";"1";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"2 - DA LODI A PIACENZA";"7.274";"0";"6.889";"385";"5.479";"1.795";"7.274";"0"
"2025/01";"615";"21/01/2025";"2";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"0 - DA PIACENZA A LODI";"11.398";"0";"11.191";"207";"8.699";"2.699";"11.398";"0"
"2025/01";"615";"21/01/2025";"2";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"1 - DA LODI A PIACENZA";"4.498";"0";"4.393";"105";"3.530";"968";"4.498";"0"
"2025/01";"615";"21/01/2025";"2";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"2 - DA LODI A PIACENZA";"7.329";"0";"6.904";"425";"5.467";"1.862";"7.329";"0"
"2025/01";"615";"22/01/2025";"3";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"0 - DA PIACENZA A LODI";"11.830";"0";"11.598";"232";"9.074";"2.756";"11.830";"0"
"2025/01";"615";"22/01/2025";"3";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"1 - DA LODI A PIACENZA";"4.525";"0";"4.413";"112";"3.622";"903";"4.525";"0"
"2025/01";"615";"22/01/2025";"3";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"2 - DA LODI A PIACENZA";"7.593";"0";"7.153";"440";"5.603";"1.990";"7.593";"0"
"2025/01";"615";"23/01/2025";"4";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"0 - DA PIACENZA A LODI";"11.679";"0";"11.442";"237";"8.932";"2.747";"11.679";"0"
"2025/01";"615";"23/01/2025";"4";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"1 - DA LODI A PIACENZA";"4.668";"0";"4.526";"142";"3.656";"1.012";"4.668";"0"
"2025/01";"615";"23/01/2025";"4";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"2 - DA LODI A PIACENZA";"7.481";"0";"7.047";"434";"5.578";"1.903";"7.481";"0"
"2025/01";"615";"24/01/2025";"5";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"0 - DA PIACENZA A LODI";"12.179";"0";"11.939";"240";"9.275";"2.904";"12.179";"0"
"2025/01";"615";"24/01/2025";"5";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"1 - DA LODI A PIACENZA";"4.813";"0";"4.691";"122";"3.697";"1.116";"4.813";"0"
"2025/01";"615";"24/01/2025";"5";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"2 - DA LODI A PIACENZA";"8.024";"0";"7.564";"460";"5.926";"2.098";"8.024";"0"
"2025/01";"615";"25/01/2025";"6";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"0 - DA PIACENZA A LODI";"11.865";"0";"11.694";"171";"8.777";"3.088";"0";"11.865"
"2025/01";"615";"25/01/2025";"6";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"1 - DA LODI A PIACENZA";"4.503";"0";"4.434";"69";"3.376";"1.127";"0";"4.503"
"2025/01";"615";"25/01/2025";"6";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"2 - DA LODI A PIACENZA";"8.061";"0";"7.774";"287";"6.067";"1.994";"0";"8.061"
"2025/01";"615";"26/01/2025";"7";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"0 - DA PIACENZA A LODI";"9.944";"0";"9.848";"96";"7.221";"2.723";"0";"9.944"
"2025/01";"615";"26/01/2025";"7";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"1 - DA LODI A PIACENZA";"3.694";"0";"3.642";"52";"2.723";"971";"0";"3.694"
"2025/01";"615";"26/01/2025";"7";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"2 - DA LODI A PIACENZA";"6.437";"0";"6.326";"111";"4.837";"1.600";"0";"6.437"
"2025/01";"615";"27/01/2025";"1";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"0 - DA PIACENZA A LODI";"11.254";"0";"11.029";"225";"8.667";"2.587";"11.254";"0"
"2025/01";"615";"27/01/2025";"1";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"1 - DA LODI A PIACENZA";"4.523";"0";"4.419";"104";"3.677";"846";"4.523";"0"
"2025/01";"615";"27/01/2025";"1";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"2 - DA LODI A PIACENZA";"7.190";"0";"6.755";"435";"5.442";"1.748";"7.190";"0"
"2025/01";"615";"28/01/2025";"2";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"0 - DA PIACENZA A LODI";"11.727";"0";"11.502";"225";"8.937";"2.790";"11.727";"0"
"2025/01";"615";"28/01/2025";"2";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"1 - DA LODI A PIACENZA";"4.518";"0";"4.406";"112";"3.545";"973";"4.518";"0"
"2025/01";"615";"28/01/2025";"2";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"2 - DA LODI A PIACENZA";"7.476";"0";"7.031";"445";"5.570";"1.906";"7.476";"0"
"2025/01";"615";"29/01/2025";"3";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"0 - DA PIACENZA A LODI";"11.757";"0";"11.504";"253";"9.040";"2.717";"11.757";"0"
"2025/01";"615";"29/01/2025";"3";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"1 - DA LODI A PIACENZA";"4.626";"0";"4.516";"110";"3.670";"956";"4.626";"0"
"2025/01";"615";"29/01/2025";"3";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"2 - DA LODI A PIACENZA";"7.731";"0";"7.298";"433";"5.804";"1.927";"7.731";"0"
"2025/01";"615";"30/01/2025";"4";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"0 - DA PIACENZA A LODI";"11.855";"0";"11.632";"223";"9.065";"2.790";"11.855";"0"
"2025/01";"615";"30/01/2025";"4";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"1 - DA LODI A PIACENZA";"4.687";"0";"4.555";"132";"3.722";"965";"4.687";"0"
"2025/01";"615";"30/01/2025";"4";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"2 - DA LODI A PIACENZA";"7.586";"0";"7.171";"415";"5.652";"1.934";"7.586";"0"
"2025/01";"615";"31/01/2025";"5";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"0 - DA PIACENZA A LODI";"12.115";"0";"11.897";"218";"9.128";"2.987";"12.115";"0"
"2025/01";"615";"31/01/2025";"5";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"1 - DA LODI A PIACENZA";"4.937";"0";"4.791";"146";"3.753";"1.184";"4.937";"0"
"2025/01";"615";"31/01/2025";"5";"Piazzale Milano sul ponte fiume Po al confine regionale Lombardia";"2 - DA LODI A PIACENZA";"8.030";"0";"7.552";"478";"5.898";"2.132";"8.030";"0"
"2025/01";"665";"18/01/2025";"6";"SP 1 (tangenziale sud/ovest di Piacenza) tra Madonna del Pilastro (SP 7) e Piacenza";"0 - DA GRAGNANINO (SP7) A PIACENZA";"5.134";"1";"5.019";"114";"4.041";"1.093";"0";"5.134"
"2025/01";"665";"18/01/2025";"6";"SP 1 (tangenziale sud/ovest di Piacenza) tra Madonna del Pilastro (SP 7) e Piacenza";"1 - DA PIACENZA A GRAGNANINO (SP7)";"5.183";"0";"5.066";"117";"3.746";"1.437";"0";"5.183"
"2025/01";"665";"19/01/2025";"7";"SP 1 (tangenziale sud/ovest di Piacenza) tra Madonna del Pilastro (SP 7) e Piacenza";"0 - DA GRAGNANINO (SP7) A PIACENZA";"3.581";"0";"3.550";"31";"2.763";"818";"0";"3.581"
"2025/01";"665";"19/01/2025";"7";"SP 1 (tangenziale sud/ovest di Piacenza) tra Madonna del Pilastro (SP 7) e Piacenza";"1 - DA PIACENZA A GRAGNANINO (SP7)";"3.572";"1";"3.544";"27";"2.441";"1.131";"0";"3.572"
"2025/01";"665";"20/01/2025";"1";"SP 1 (tangenziale sud/ovest di Piacenza) tra Madonna del Pilastro (SP 7) e Piacenza";"0 - DA GRAGNANINO (SP7) A PIACENZA";"6.529";"0";"6.086";"443";"5.568";"961";"6.529";"0"
"2025/01";"665";"20/01/2025";"1";"SP 1 (tangenziale sud/ovest di Piacenza) tra Madonna del Pilastro (SP 7) e Piacenza";"1 - DA PIACENZA A GRAGNANINO (SP7)";"6.331";"0";"5.862";"469";"5.089";"1.242";"6.331";"0"
"2025/01";"665";"21/01/2025";"2";"SP 1 (tangenziale sud/ovest di Piacenza) tra Madonna del Pilastro (SP 7) e Piacenza";"0 - DA GRAGNANINO (SP7) A PIACENZA";"6.833";"0";"6.348";"485";"5.804";"1.029";"6.833";"0"
"2025/01";"665";"21/01/2025";"2";"SP 1 (tangenziale sud/ovest di Piacenza) tra Madonna del Pilastro (SP 7) e Piacenza";"1 - DA PIACENZA A GRAGNANINO (SP7)";"6.533";"0";"6.037";"496";"5.211";"1.322";"6.533";"0"
"2025/01";"665";"22/01/2025";"3";"SP 1 (tangenziale sud/ovest di Piacenza) tra Madonna del Pilastro (SP 7) e Piacenza";"0 - DA GRAGNANINO (SP7) A PIACENZA";"6.771";"1";"6.366";"404";"5.675";"1.096";"6.771";"0"
"2025/01";"665";"22/01/2025";"3";"SP 1 (tangenziale sud/ovest di Piacenza) tra Madonna del Pilastro (SP 7) e Piacenza";"1 - DA PIACENZA A GRAGNANINO (SP7)";"6.520";"1";"6.082";"437";"5.091";"1.429";"6.520";"0"
