"AnnoMese";"Postazione";"Giorno";"N Giorno Settimana";"Strada";"Transiti - Totale";"Transiti - Non Classificato";"Transiti - Leggeri";"Transiti - Pesanti";"Transiti - Diurno";"Transiti - Notturno";"Transiti - Feriali";"Transiti - Festivi"
"2025/01";"135";"01/01/2025";"3";"SP 10 tra Parma (viadotto A 1) e Viarolo";"4.936";"0";"4.902";"34";"3.033";"1.903";"4.936";"0"
"2025/01";"135";"02/01/2025";"4";"SP 10 tra Parma (viadotto A 1) e Viarolo";"8.356";"0";"7.937";"419";"6.658";"1.698";"8.356";"0"
"2025/01";"135";"03/01/2025";"5";"SP 10 tra Parma (viadotto A 1) e Viarolo";"9.169";"0";"8.752";"417";"7.251";"1.918";"9.169";"0"
"2025/01";"135";"04/01/2025";"6";"SP 10 tra Parma (viadotto A 1) e Viarolo";"8.040";"0";"7.856";"184";"5.985";"2.055";"0";"8.040"
"2025/01";"135";"05/01/2025";"7";"SP 10 tra Parma (viadotto A 1) e Viarolo";"6.823";"0";"6.786";"37";"4.901";"1.922";"0";"6.823"
"2025/01";"135";"06/01/2025";"1";"SP 10 tra Parma (viadotto A 1) e Viarolo";"6.032";"0";"5.988";"44";"4.468";"1.564";"6.032";"0"
"2025/01";"135";"07/01/2025";"2";"SP 10 tra Parma (viadotto A 1) e Viarolo";"11.732";"0";"11.027";"705";"9.525";"2.207";"11.732";"0"
"2025/01";"135";"08/01/2025";"3";"SP 10 tra Parma (viadotto A 1) e Viarolo";"11.712";"0";"11.025";"687";"9.457";"2.255";"11.712";"0"
"2025/01";"135";"09/01/2025";"4";"SP 10 tra Parma (viadotto A 1) e Viarolo";"11.652";"0";"11.009";"643";"9.446";"2.206";"11.652";"0"
"2025/01";"135";"10/01/2025";"5";"SP 10 tra Parma (viadotto A 1) e Viarolo";"12.025";"0";"11.365";"660";"9.555";"2.470";"12.025";"0"
"2025/01";"135";"11/01/2025";"6";"SP 10 tra Parma (viadotto A 1) e Viarolo";"9.901";"0";"9.696";"205";"7.261";"2.640";"0";"9.901"
