FID,the_geom,SEZ_ELETT,COLLEGIO,AREA
Storico_Sez__Elettorali_2011_preview.141,"MULTIPOLYGON (((1651756.40625 4944937.632813, 1651687.0625 4945119.5898440005, 1651610.957031 4945106.3710940005, 1651595.835938 4945103.742188, 1651595.089844 4945111.664063, 1651594.136719 4945124.570313, 1651613.734375 4945175.242188, 1651637.636719 4945166.1601559995, 1651710.121094 4945178.9375, 1651700.058594 4945232.7148440005, 1651756.039063 4945243.09375, 1651775.398438 4945136.3710940005, 1651853.839844 4945150.320313, 1651941.839844 4945008.320313, 1651915.8125 4944956.15625, 1651848.375 4944929.6757809995, 1651808.925781 4944911.976563, 1651772.125 4944897.0585940005, 1651756.40625 4944937.632813)))",141,18,52553
Storico_Sez__Elettorali_2011_preview.142,"MULTIPOLYGON (((1651851.003906 4944605.648438, 1651890.105469 4944531.445313, 1651801.34375 4944486.078125, 1651760.964844 4944554.3320309995, 1651713.695313 4944636.1914059995, 1651688.050781 4944679.851563, 1651782.390625 4944728.0898440005, 1651752.777344 4944786.4023440005, 1651707.148438 4944869.875, 1651634.03125 4944840.3125, 1651621.578125 4944859.539063, 1651609.125 4944875.4882809995, 1651595.796875 4944891.8789059995, 1651574.601563 4944917.0039059995, 1651546.007813 4944948.1992190005, 1651496.816406 4945000.25, 1651480.429688 4945015.109375, 1651459.234375 4945028.6523440005, 1651573.320313 4945099.8320309995, 1651595.835938 4945103.742188, 1651610.957031 4945106.3710940005, 1651687.0625 4945119.5898440005, 1651756.40625 4944937.632813, 1651772.125 4944897.0585940005, 1651808.925781 4944911.976563, 1651844.128906 4944830.773438, 1651883.449219 4944859.984375, 1651989.789063 4944686.257813, 1651851.003906 4944605.648438)))",142,18,112789
Storico_Sez__Elettorali_2011_preview.143,"MULTIPOLYGON (((1651496.816406 4945000.25, 1651546.007813 4944948.1992190005, 1651574.601563 4944917.0039059995, 1651595.796875 4944891.8789059995, 1651609.125 4944875.4882809995, 1651621.578125 4944859.539063, 1651634.03125 4944840.3125, 1651557.636719 4944807.21875, 1651540.332031 4944799.0117190005, 1651497.433594 4944779.242188, 1651437.167969 4944750.3632809995, 1651424.367188 4944744.2304690005, 1651355.484375 4944839.5273440005, 1651320.699219 4944886.164063, 1651298.574219 4944914.8164059995, 1651303.843543 4944919.070436, 1651375.207031 4944976.6835940005, 1651390.8125 4944987.5507809995, 1651417.84375 4945003.992188, 1651459.234375 4945028.6523440005, 1651480.429688 4945015.109375, 1651496.816406 4945000.25)))",143,18,51060
Storico_Sez__Elettorali_2011_preview.144,"MULTIPOLYGON (((1651303.843543 4944919.070436, 1651298.574219 4944914.8164059995, 1651206 4944835.1289059995, 1651193.039063 4944821.3007809995, 1651188.4375 4944815.7226559995, 1651176.4895020002 4944801.336391, 1651165.686711 4944786.932668, 1651160.028106 4944776.387086, 1651155.784152 4944768.542202, 1651154.112291 4944765.712898999, 1651137.766143 4944745.019887, 1651125.448265 4944750.7508809995, 1651061.870374 4944782.9879290005, 1650989.033899 4944828.653805001, 1650977.9325549998 4944835.613953, 1650876.09375 4944898.867188, 1650948.808594 4945011.2070309995, 1650964.207031 4945032.914063, 1650965.515625 4945034.7617190005, 1650980.160156 4945054.8125, 1651002.757813 4945083.3007809995, 1651029.335938 4945115.609375, 1651093.820313 4945068.960938, 1651099.921875 4945067.476563, 1651105.691406 4945069.289063, 1651126.7372120002 4945089.816348, 1651129.949219 4945092.9492190005, 1651194.558594 4945153.8125, 1651242.90625 4945265.320313, 1651307.789063 4945196.7539059995, 1651326.758196 4945174.481145, 1651336.207031 4945163.3867190005, 1651355.671875 4945140.742188, 1651539.425781 4945324.7148440005, 1651571.1875 4945368.8476559995, 1651618.167969 4945339.1289059995, 1651570.917969 4945305.6210940005, 1651555.320313 4945293.90625, 1651569.375 4945221.867188, 1651568.265625 4945221.148438, 1651519.605469 4945183.6992190005, 1651525.296875 4945174.765625, 1651573.320313 4945099.8320309995, 1651459.234375 4945028.6523440005, 1651417.84375 4945003.992188, 1651390.8125 4944987.5507809995, 1651375.207031 4944976.6835940005, 1651303.843543 4944919.070436)))",144,18,173256
Storico_Sez__Elettorali_2011_preview.145,"MULTIPOLYGON (((1650783.382813 4945475.4492190005, 1650806.441406 4945518.710938, 1650829.742188 4945561.6992190005, 1650995.007813 4945857.0117190005, 1651023.90625 4945907.2226559995, 1651053.132813 4945956.7304690005, 1651098.171875 4946043.28125, 1651127.570313 4946113.1757809995, 1651226.3125 4946352.265625, 1651231.132813 4946368.2539059995, 1651231.246094 4946368.6054690005, 1651231.605469 4946368.3320309995, 1651256.269531 4946356.148438, 1651348.015625 4946311.4492190005, 1651401.144531 4946282.90625, 1651551.753906 4946198.164063, 1651623.90625 4946156.320313, 1651689.847656 4946118.1523440005, 1651616.976563 4945958.070313, 1651555.828125 4945825.8242190005, 1651516.414063 4945750.6054690005, 1651500.902344 4945723.328125, 1651478.441406 4945687.226563, 1651454.601563 4945651.5273440005, 1651409.078125 4945586.273438, 1651284.640625 4945423.898438, 1651275.628906 4945412.9492190005, 1651256.433594 4945389.6289059995, 1651225.164063 4945351.640625, 1651194.371094 4945314.226563, 1651112.25 4945215.7148440005, 1651029.335938 4945115.609375, 1651002.757813 4945083.3007809995, 1650980.160156 4945054.8125, 1650965.515625 4945034.7617190005, 1650964.207031 4945032.914063, 1650948.808594 4945011.2070309995, 1650876.09375 4944898.867188, 1650843.191406 4944919.5625, 1650765.640625 4944965.84375, 1650733.300781 4944986.5976559995, 1650696.859375 4945009.3632809995, 1650631.84375 4945043.78125, 1650599.816406 4945059.5585940005, 1650646.1875 4945154.6875, 1650661.003906 4945183.8476559995, 1650672.957031 4945209.6601559995, 1650685.386719 4945241.210938, 1650714.351563 4945326.0117190005, 1650725.0625 4945357.375, 1650738.925781 4945390.835938, 1650751.269531 4945412.0507809995, 1650783.382813 4945475.4492190005)))",145,12,658817
Storico_Sez__Elettorali_2011_preview.146,"MULTIPOLYGON (((1650685.386719 4945241.210938, 1650672.957031 4945209.6601559995, 1650661.003906 4945183.8476559995, 1650646.1875 4945154.6875, 1650599.816406 4945059.5585940005, 1650495.277344 4945104.5585940005, 1650463.222656 4945117.804688, 1650459.054688 4945119.5742190005, 1650526.914063 4945272.8320309995, 1650515.722656 4945277.804688, 1650528.421875 4945308.2929690005, 1650574.148438 4945415.867188, 1650547.78125 4945426.6601559995, 1650472.179688 4945459.6757809995, 1650457.871094 4945466.0507809995, 1650462.460938 4945470.3632809995, 1650462.5250879999 4945470.428285, 1650493.605469 4945501.921875, 1650571.941406 4945511.773438, 1650576.875 4945466, 1650652.09375 4945466.0625, 1650663.335938 4945491.09375, 1650682.222656 4945484.0625, 1650731.277344 4945600.21875, 1650777.390625 4945581.789063, 1650829.742188 4945561.6992190005, 1650806.441406 4945518.710938, 1650783.382813 4945475.4492190005, 1650751.269531 4945412.0507809995, 1650738.925781 4945390.835938, 1650725.0625 4945357.375, 1650714.351563 4945326.0117190005, 1650685.386719 4945241.210938)))",146,12,86524
Storico_Sez__Elettorali_2011_preview.147,"MULTIPOLYGON (((1650389.71875 4945149.0039059995, 1650313.949219 4945180.5, 1650387.949219 4945349.3554690005, 1650432.03125 4945329.7539059995, 1650504.601563 4945298.0429690005, 1650499.179688 4945285.21875, 1650515.722656 4945277.804688, 1650526.914063 4945272.8320309995, 1650459.054688 4945119.5742190005, 1650463.222656 4945117.804688, 1650495.277344 4945104.5585940005, 1650599.816406 4945059.5585940005, 1650585.78125 4945035.601563, 1650570.195313 4945011.054688, 1650505.902344 4944903.125, 1650491.867188 4944879.4101559995, 1650414.882813 4944913.820313, 1650414.769531 4944913.8710940005, 1650308.125 4944959.414063, 1650330.488281 4945012.359375, 1650389.71875 4945149.0039059995)))",147,12,72791
Storico_Sez__Elettorali_2011_preview.148,"MULTIPOLYGON (((1650222.027344 4944882.09375, 1650267.234375 4944977.007813, 1650307.5625 4944959.6523440005, 1650308.125 4944959.414063, 1650414.769531 4944913.8710940005, 1650414.882813 4944913.820313, 1650491.867188 4944879.4101559995, 1650466.886719 4944837.195313, 1650439.84375 4944790.9570309995, 1650427.085938 4944768.804688, 1650409.757813 4944736.695313, 1650399.054688 4944716.3085940005, 1650388.605469 4944692.609375, 1650381.46875 4944676.8085940005, 1650376.117188 4944662.0273440005, 1650369.484375 4944639.460938, 1650365.460938 4944623.4023440005, 1650359.3125 4944596.9726559995, 1650355.933594 4944584.5273440005, 1650353.578125 4944578.75, 1650344.203125 4944582.84375, 1650267.9375 4944613.84375, 1650188.714844 4944646.195313, 1650069.242188 4944695.8710940005, 1650008.960938 4944720.953125, 1649965.351563 4944738.453125, 1650004.726563 4944831.8125, 1650046.128906 4944811.515625, 1650114.585938 4944778.1601559995, 1650150.824219 4944853.1601559995, 1650190.125 4944834.5, 1650214.246094 4944885.609375, 1650222.027344 4944882.09375)))",148,12,100604
Storico_Sez__Elettorali_2011_preview.149,"MULTIPOLYGON (((1649994.996094 4945135.6914059995, 1650040.3444959999 4945240.610622, 1650042.097875 4945244.667285, 1650061.59375 4945289.773438, 1650110.363281 4945268.65625, 1650145.890625 4945253.273438, 1650138.273438 4945208.1367190005, 1650160.457031 4945141.476563, 1650154.023438 4945127.2929690005, 1650179.515625 4945049.992188, 1650192.625 4945010.5, 1650225.769531 4944996.296875, 1650267.234375 4944977.007813, 1650222.027344 4944882.09375, 1650214.246094 4944885.609375, 1650190.125 4944834.5, 1650150.824219 4944853.1601559995, 1650114.585938 4944778.1601559995, 1650046.128906 4944811.515625, 1650004.726563 4944831.8125, 1649965.351563 4944738.453125, 1649919.183594 4944757.7070309995, 1649844.8125 4944788.375, 1649876.519531 4944861.414063, 1649919.535156 4944960.4960940005, 1649945.578125 4945020.8945309995, 1649994.996094 4945135.6914059995)))",149,12,113452
Storico_Sez__Elettorali_2011_preview.150,"MULTIPOLYGON (((1649660.144531 4945178.898438, 1649687.910156 4945242.796875, 1649714.195313 4945304.5273440005, 1649743.4375 4945371.578125, 1649764.210938 4945420.7070309995, 1649769.580349 4945418.343249, 1649870.316406 4945373.9960940005, 1650059.413716 4945290.733343, 1650061.59375 4945289.773438, 1650042.097875 4945244.667285, 1650040.3444959999 4945240.610622, 1649994.996094 4945135.6914059995, 1649945.578125 4945020.8945309995, 1649919.535156 4944960.4960940005, 1649876.519531 4944861.414063, 1649844.8125 4944788.375, 1649804.847656 4944693.796875, 1649799.828125 4944682.2851559995, 1649797.828125 4944675.6757809995, 1649797.105469 4944673.289063, 1649795.851563 4944663.875, 1649795.433594 4944654.039063, 1649796.601563 4944596.945313, 1649795.332031 4944587.6289059995, 1649792.550781 4944577.320313, 1649756.15625 4944482.125, 1649446.636719 4944603.2226559995, 1649441.460938 4944608.7304690005, 1649443.492188 4944611.539063, 1649446.84375 4944624.0195309995, 1649450.039063 4944632.085938, 1649455.671875 4944642.890625, 1649460.699219 4944655.828125, 1649466.488281 4944674.9492190005, 1649478.058594 4944696.40625, 1649480.039063 4944701.8867190005, 1649485.367188 4944710.5625, 1649488.257813 4944716.648438, 1649491.761719 4944724.7148440005, 1649496.292969 4944736.1367190005, 1649497.996094 4944751.2148440005, 1649502.140625 4944771.757813, 1649509.179688 4944804.4726559995, 1649519.601563 4944851.2148440005, 1649530.023438 4944886.695313, 1649559.1875 4944951.0625, 1649583.296875 4945005.6210940005, 1649625.226563 4945099.5351559995, 1649639.373194 4945131.688317, 1649660.144531 4945178.898438)))",150,18,283962
Storico_Sez__Elettorali_2011_preview.151,"MULTIPOLYGON (((1649801.683594 4944465.4375, 1649756.15625 4944482.125, 1649792.550781 4944577.320313, 1649795.332031 4944587.6289059995, 1649796.601563 4944596.945313, 1649795.433594 4944654.039063, 1649795.851563 4944663.875, 1649797.105469 4944673.289063, 1649797.828125 4944675.6757809995, 1649799.828125 4944682.2851559995, 1649804.847656 4944693.796875, 1649844.8125 4944788.375, 1649919.183594 4944757.7070309995, 1649965.351563 4944738.453125, 1650008.960938 4944720.953125, 1650069.242188 4944695.8710940005, 1650188.714844 4944646.195313, 1650267.9375 4944613.84375, 1650344.203125 4944582.84375, 1650353.578125 4944578.75, 1650350.859375 4944572.078125, 1650337.183594 4944547.953125, 1650259.566406 4944420.8242190005, 1650234.691406 4944375.695313, 1650229.398438 4944361.1445309995, 1650225.753906 4944347.6523440005, 1650223.199219 4944333.0664059995, 1650156.886719 4944339.8125, 1650138.910156 4944341.9023440005, 1650121.351563 4944346.9179690005, 1650121.207031 4944346.9648440005, 1650092.5 4944356.117188, 1650048.351563 4944372.695313, 1649942.910156 4944412.5351559995, 1649881.761719 4944435.4375, 1649827.570313 4944455.945313, 1649801.683594 4944465.4375)))",151,12,158141
Storico_Sez__Elettorali_2011_preview.152,"MULTIPOLYGON (((1650334.945313 4944193.9726559995, 1650295.734375 4944113.6601559995, 1650293.132813 4944109.976563, 1650281.34375 4944101.710938, 1650285.21875 4944096.148438, 1650290.3125 4944087.9960940005, 1650294.894531 4944078.9960940005, 1650297.613281 4944071.015625, 1650299.3125 4944064.0507809995, 1650300.671875 4944055.5625, 1650301.007813 4944046.7304690005, 1650300.050781 4944037.671875, 1650297.695313 4944027.9960940005, 1650294.296875 4944018.1914059995, 1650266.710938 4943964.195313, 1650202.382813 4943996.4414059995, 1650190.601563 4944003.5664059995, 1650179.8125 4944011.9101559995, 1650166.890625 4944026.289063, 1650163.070313 4944030.476563, 1650158.699219 4944033.570313, 1650143.046875 4944039.304688, 1650154.460938 4944063.570313, 1650169.628906 4944091.382813, 1650183.902344 4944120.0898440005, 1650202.855469 4944162.59375, 1650206.34375 4944171.398438, 1650208.835938 4944179.703125, 1650210.953125 4944187.6914059995, 1650213.367188 4944210.3085940005, 1650214.273438 4944234.5898440005, 1650215.820313 4944258.617188, 1650219.996094 4944304.1289059995, 1650223.199219 4944333.0664059995, 1650225.753906 4944347.6523440005, 1650229.398438 4944361.1445309995, 1650234.691406 4944375.695313, 1650259.566406 4944420.8242190005, 1650337.183594 4944547.953125, 1650350.859375 4944572.078125, 1650353.578125 4944578.75, 1650355.933594 4944584.5273440005, 1650359.3125 4944596.9726559995, 1650365.460938 4944623.4023440005, 1650369.484375 4944639.460938, 1650376.117188 4944662.0273440005, 1650381.46875 4944676.8085940005, 1650388.605469 4944692.609375, 1650399.054688 4944716.3085940005, 1650409.757813 4944736.695313, 1650427.085938 4944768.804688, 1650439.84375 4944790.9570309995, 1650466.886719 4944837.195313, 1650491.867188 4944879.4101559995, 1650505.902344 4944903.125, 1650570.195313 4945011.054688, 1650585.78125 4945035.601563, 1650599.816406 4945059.5585940005, 1650631.84375 4945043.78125, 1650696.859375 4945009.3632809995, 1650733.300781 4944986.5976559995, 1650765.640625 4944965.84375, 1650843.191406 4944919.5625, 1650876.09375 4944898.867188, 1650849.296875 4944859.8632809995, 1650833.90625 4944836.25, 1650818.78125 4944806.796875, 1650801.269531 4944770.710938, 1650787.472656 4944738.3398440005, 1650776.328125 4944705.7070309995, 1650765.449219 4944668.0273440005, 1650754.995195 4944636.037293, 1650752.183594 4944627.4335940005, 1650740.957031 4944598.7382809995, 1650736.106438 4944586.344239, 1650735.46875 4944584.7148440005, 1650717.164063 4944539.1132809995, 1650716.996094 4944538.5625, 1650738.976563 4944534.0039059995, 1650733.230469 4944520.1523440005, 1650841.113281 4944372.6132809995, 1650790.652344 4944335.6914059995, 1650786.253906 4944331.1601559995, 1650782.886719 4944325.0820309995, 1650778.5 4944313.710938, 1650771.9375 4944299.578125, 1650779.585796 4944298.220435, 1650783.9853969999 4944289.612521, 1650787.428563 4944280.239459, 1650788.576285 4944269.1448139995, 1650786.0895540002 4944253.841855001, 1650779.769531 4944241.945313, 1650750.65625 4944189.421875, 1650739.238281 4944174.8945309995, 1650574.292969 4944209.1992190005, 1650547.359375 4944216.1132809995, 1650516.855469 4944223.2617190005, 1650489.207031 4944232.0820309995, 1650460.609375 4944242.804688, 1650434.386719 4944255.578125, 1650403.90625 4944269.382813, 1650371.121094 4944285.4882809995, 1650334.945313 4944193.9726559995)))",152,18,365797
Storico_Sez__Elettorali_2011_preview.153,"MULTIPOLYGON (((1650543.398438 4943638.2539059995, 1650512.1875 4943656.390625, 1650516.402344 4943673.6835940005, 1650523.785156 4943708.6875, 1650527.132813 4943732.695313, 1650469.571139 4943758.242946, 1650423.0625 4943778.8398440005, 1650345.960938 4943813.6835940005, 1650287.562661 4943840.102657, 1650222.960938 4943869.328125, 1650196.523438 4943810.710938, 1650107.566406 4943850.4804690005, 1650063.273438 4943869.96875, 1650070.097656 4943885.8789059995, 1650078.371094 4943901.28125, 1650081.809131 4943906.316730999, 1650088.257813 4943915.7617190005, 1650097.421875 4943931.882813, 1650106.644531 4943950.242188, 1650113.542969 4943966.7929690005, 1650132.851563 4944014.835938, 1650143.046875 4944039.304688, 1650158.699219 4944033.570313, 1650163.070313 4944030.476563, 1650166.890625 4944026.289063, 1650179.8125 4944011.9101559995, 1650190.601563 4944003.5664059995, 1650202.382813 4943996.4414059995, 1650266.710938 4943964.195313, 1650294.296875 4944018.1914059995, 1650297.695313 4944027.9960940005, 1650300.050781 4944037.671875, 1650301.007813 4944046.7304690005, 1650300.671875 4944055.5625, 1650299.3125 4944064.0507809995, 1650297.613281 4944071.015625, 1650294.894531 4944078.9960940005, 1650290.3125 4944087.9960940005, 1650285.21875 4944096.148438, 1650281.34375 4944101.710938, 1650293.132813 4944109.976563, 1650295.734375 4944113.6601559995, 1650334.945313 4944193.9726559995, 1650371.121094 4944285.4882809995, 1650403.90625 4944269.382813, 1650434.386719 4944255.578125, 1650460.609375 4944242.804688, 1650489.207031 4944232.0820309995, 1650516.855469 4944223.2617190005, 1650547.359375 4944216.1132809995, 1650574.292969 4944209.1992190005, 1650563.804688 4944192.757813, 1650555.703125 4944179.4101559995, 1650549.027344 4944165.109375, 1650544.5 4944151.2851559995, 1650540.925781 4944136.9882809995, 1650539.425781 4944123.5898440005, 1650539.5 4944109.9375, 1650540.320313 4944097.3242190005, 1650540.023438 4944093.5195309995, 1650539.203125 4944090.6835940005, 1650536.867188 4944085.9023440005, 1650527.109375 4944073.679688, 1650514.53125 4944067.1210940005, 1650494.339844 4944056.257813, 1650482.472656 4944048.2226559995, 1650473.125 4944039.0664059995, 1650398.496094 4943904.320313, 1650394.511719 4943900.976563, 1650399.699219 4943890.7617190005, 1650448.75 4943868, 1650557.785156 4943821.7773440005, 1650567.492188 4943849.7851559995, 1650590.476563 4943900.773438, 1650619.964844 4943961.8789059995, 1650739.210938 4943894.960938, 1650704.867188 4943835.5195309995, 1650757.175781 4943805.6679690005, 1650664.179688 4943630.7382809995, 1650635.996094 4943584.1523440005, 1650580.09375 4943617.375, 1650543.398438 4943638.2539059995)))",153,18,174265
