FID,the_geom,SEZ_ELETT,COLLEGIO,AREA
Storico_Sez__Elettorali_2011_preview.128,"MULTIPOLYGON (((1651814.753906 4938550.6054690005, 1651847.140625 4938660.234375, 1651848.800781 4938665.1679690005, 1651944.007813 4938948.359375, 1651965.277344 4939002.0039059995, 1652006.824219 4939076.5585940005, 1652062.402344 4939154.0976559995, 1652098.003906 4939195.9101559995, 1652212.261719 4939313.0625, 1652265.925781 4939365.585938, 1652564.53125 4939657.820313, 1652688.992188 4939781.1132809995, 1652782.484375 4939889.3125, 1652995.09375 4940143.140625, 1653008.465556 4940172.910737, 1653037.1149819999 4940210.5131089995, 1653078.298534 4940257.0684279995, 1653120.115391 4940300.908682, 1653192.265625 4940260.0585940005, 1653604.679688 4940026.554688, 1653614.808594 4940034.7539059995, 1653630.34375 4940052.3945309995, 1653661.871094 4940084.8085940005, 1653673.335938 4940096.8710940005, 1653689.777344 4940111.4960940005, 1653693.328125 4940114.28125, 1653708.261719 4940124.382813, 1653740.242188 4940140.0625, 1653766.335938 4940156.648438, 1653777.417969 4940163.5273440005, 1653789.035156 4940173.78125, 1653804.214844 4940192.0585940005, 1653816.941406 4940209.664063, 1653823.277344 4940216.3007809995, 1653840.925781 4940231.226563, 1653863.460938 4940249.8476559995, 1653872.0625 4940259.0429690005, 1653878.246094 4940270.0507809995, 1653882.730469 4940283.6289059995, 1653890.65625 4940319.6367190005, 1653898.539063 4940333.21875, 1653924.707031 4940373.8164059995, 1653939.757813 4940400.6445309995, 1653953.394531 4940431.3867190005, 1653979.328125 4940485.2226559995, 1653993.472656 4940508.96875, 1654006.167969 4940537.6054690005, 1654016.902344 4940557.5117190005, 1654045.734375 4940620.226563, 1654074.15625 4940669.0039059995, 1654092.875 4940702.09375, 1654099.773438 4940712.851563, 1654106.394531 4940722.9179690005, 1654127.742188 4940768.515625, 1654136.347656 4940788.757813, 1654141.453125 4940800.617188, 1654147.539063 4940814.8867190005, 1654157.058594 4940833.640625, 1654170.851563 4940856.671875, 1654180.824219 4940872.8945309995, 1654199.863281 4940905.7148440005, 1654208.984375 4940922.710938, 1654223.25 4940948.8242190005, 1654238.828125 4940980.367188, 1654245.558594 4940968.3164059995, 1654265.347656 4940922.9375, 1654406.128906 4940636.609375, 1654414.710938 4940621.15625, 1654418.394531 4940616.21875, 1654423.511719 4940609.351563, 1654501.96875 4940454.1054690005, 1654687.1875 4940182.5429690005, 1654798.414063 4940030.5898440005, 1655014.054688 4939820.3632809995, 1655215.949892 4939623.596583, 1655304.234375 4939537.554688, 1655342.574219 4939505.570313, 1655403.085938 4939466.867188, 1655779.226563 4939321.3164059995, 1655792.476563 4939317.6445309995, 1655823.820313 4939266.648438, 1655840.277344 4939245.8554690005, 1655849.277344 4939226.9257809995, 1655847.566406 4939208.445313, 1655834.066406 4939177.2773440005, 1655819.164063 4939158.0351559995, 1655790.304688 4939127.8476559995, 1655755.675781 4939084.195313, 1655742.589844 4939056.3476559995, 1655737.101563 4939013.3085940005, 1655737.945313 4938949.59375, 1655728.238281 4938892.2070309995, 1655724.4375 4938855.078125, 1655719.957031 4938830.1367190005, 1655719.921875 4938829.9335940005, 1655719.636719 4938828.359375, 1655708.242188 4938799.398438, 1655660.320313 4938711.695313, 1655602.074219 4938631.3632809995, 1655559.84375 4938574.2148440005, 1655557.320313 4938575.773438, 1655548.675781 4938564.5625, 1655514.019531 4938518.398438, 1655509.605469 4938511.203125, 1655502.097656 4938498.515625, 1655492.335938 4938480.578125, 1655489.949219 4938479.7539059995, 1655474.015625 4938446.53125, 1655419.535156 4938370.9257809995, 1655396.410156 4938338.5585940005, 1655307.707031 4938213.445313, 1655304.675781 4938208.132813, 1655274.351563 4938136.7539059995, 1655202.875 4938011.2617190005, 1655182.734375 4937974.648438, 1655131.648438 4937893.359375, 1655104.742188 4937852.3867190005, 1655104.949219 4937851.492188, 1655101.25 4937853.5, 1655058.597656 4937868.960938, 1655040.640625 4937874.2539059995, 1655011.007813 4937885.6523440005, 1654977.691406 4937895.6445309995, 1654931.046875 4937913.179688, 1654893.523438 4937936.328125, 1654841.941406 4937966.898438, 1654800.886719 4937998.0625, 1654563.210938 4938116.28125, 1654438.558594 4938128.398438, 1654343.835938 4938153.132813, 1654331.46875 4938160.8007809995, 1654324.433594 4938168.078125, 1654317.125 4938175.6367190005, 1654297.339844 4938182.8125, 1654225.09375 4938194.4414059995, 1654216.328125 4938193.914063, 1654175.507813 4938185.8789059995, 1654157.933594 4938186.7226559995, 1654132.12561 4938195.630897, 1654126.8125 4938197.4648440005, 1654119.95714 4938200.3635680005, 1654099.480469 4938209.0273440005, 1654083.019531 4938219.289063, 1654080.4375 4938220.898438, 1654029.242188 4938269.867188, 1653999.066406 4938304, 1653973.082031 4938327.414063, 1653934.269531 4938357.6679690005, 1653931.824219 4938359.234375, 1653901.660156 4938378.5742190005, 1653872.019531 4938399.289063, 1653853.296875 4938412.375, 1653800.425781 4938448.6054690005, 1653736.050781 4938306.7382809995, 1653726.40625 4938285.4882809995, 1653674.746094 4938173.640625, 1653647.472656 4938187.7460940005, 1653587.933594 4938218.539063, 1653554.878906 4938235.6367190005, 1653456.972656 4938286.273438, 1653442.646638 4938294.034747, 1653389.866322 4938322.629178, 1653183.761719 4938434.289063, 1653172.824219 4938431.789063, 1653045.3125 4938329.28125, 1652970.304688 4938275.2148440005, 1652854.140625 4938192.6914059995, 1652751.601563 4938111.40625, 1652736.160156 4938099.546875, 1652721.835938 4938096.414063, 1652706.285156 4938101.640625, 1652701 4938106.2460940005, 1652667.027344 4938090.6679690005, 1652640.664063 4938076.796875, 1652627.480469 4938066.742188, 1652613.605469 4938051.4804690005, 1652593.136719 4938025.4726559995, 1652580.648438 4938010.2148440005, 1652573.015625 4937991.835938, 1652554.285156 4937976.2304690005, 1652550.121094 4937964.4414059995, 1652521.703125 4937937.289063, 1652518.910156 4937930.1914059995, 1652516.121094 4937924.8710940005, 1652507.5 4937907.3789059995, 1652496.597656 4937896.4804690005, 1652493.714844 4937882.0898440005, 1652495.058594 4937878.6132809995, 1652498.023438 4937870.9375, 1652497.261719 4937865.1054690005, 1652490.925781 4937852.6875, 1652480.019531 4937834.945313, 1652465.058594 4937822.015625, 1652429.054688 4937770.054688, 1652418.152344 4937766.7617190005, 1652407.246094 4937752.5664059995, 1652396.597656 4937727.4726559995, 1652379.609375 4937708.96875, 1652376.820313 4937697.5625, 1652367.25 4937683.7460940005, 1652366.574219 4937684.1210940005, 1652366.519531 4937684.7304690005, 1652296.503906 4937571.21875, 1652283.355469 4937550.1523440005, 1652281.96875 4937543.2539059995, 1652279.683594 4937544.4257809995, 1652267.460938 4937549.398438, 1652212.035156 4937573.3242190005, 1652177.011719 4937589.40625, 1652141.386719 4937605.5664059995, 1652108.324219 4937620.757813, 1652105.523438 4937622.2539059995, 1652101.117188 4937625.0351559995, 1652093.351563 4937631.640625, 1652085.425781 4937637.84375, 1652063.007813 4937655.890625, 1652053.5625 4937663.5039059995, 1652045.433594 4937669.9101559995, 1652043.113281 4937671.84375, 1652028.019531 4937683.6875, 1652017.851563 4937691.9882809995, 1651993.675781 4937711.3242190005, 1651946.476563 4937748.5117190005, 1651945.515625 4937749.6367190005, 1651944.917969 4937750.882813, 1651945.164063 4937752.765625, 1651957.425781 4937772.3125, 1651972.1875 4937796.1445309995, 1651987.792969 4937820.734375, 1651994.445313 4937830.828125, 1651986.773438 4937841.2851559995, 1651970.347656 4937863.4882809995, 1651966.070313 4937869.117188, 1651962.152344 4937874.3867190005, 1651960.753906 4937875.835938, 1651960.15625 4937877.3632809995, 1651960.484375 4937879.289063, 1651961.894531 4937880.96875, 1651967.601563 4937884.3242190005, 1652021.996094 4937916.742188, 1652018.558594 4937920.765625, 1652009.480469 4937930.7851559995, 1651997.683594 4937944.1835940005, 1651991.605469 4937950.8632809995, 1651971.128906 4937973.7226559995, 1651954.414063 4937992.515625, 1651938.335938 4938010.5429690005, 1651914.617188 4938036.179688, 1651884.960938 4938009.140625, 1651856.34375 4937982.1835940005, 1651814.863281 4938025.25, 1651808.375 4938031.898438, 1651802.980469 4938037.523438, 1651794.621094 4938046.0585940005, 1651792.261719 4938048.835938, 1651789.34375 4938051.8554690005, 1651786.460938 4938054.7539059995, 1651785.496094 4938054.273438, 1651783.136719 4938056.4492190005, 1651777.972656 4938061.4414059995, 1651771.972656 4938067.15625, 1651771.703125 4938071.0898440005, 1651761.226563 4938082.8398440005, 1651758.785156 4938084.5742190005, 1651755.789063 4938089.5195309995, 1651701.3125 4938121.3476559995, 1651696.378906 4938147.5117190005, 1651697.390625 4938153.3320309995, 1651740.1875 4938298.1992190005, 1651765.753906 4938384.742188, 1651814.753906 4938550.6054690005)))",128,16,7027555
Storico_Sez__Elettorali_2011_preview.129,"MULTIPOLYGON (((1653554.878906 4938235.6367190005, 1653587.933594 4938218.539063, 1653647.472656 4938187.7460940005, 1653674.746094 4938173.640625, 1653726.40625 4938285.4882809995, 1653736.050781 4938306.7382809995, 1653800.425781 4938448.6054690005, 1653853.296875 4938412.375, 1653872.019531 4938399.289063, 1653901.660156 4938378.5742190005, 1653931.824219 4938359.234375, 1653934.269531 4938357.6679690005, 1653973.082031 4938327.414063, 1653999.066406 4938304, 1654029.242188 4938269.867188, 1654080.4375 4938220.898438, 1654083.019531 4938219.289063, 1654099.480469 4938209.0273440005, 1654119.95714 4938200.3635680005, 1654126.8125 4938197.4648440005, 1654132.12561 4938195.630897, 1654157.933594 4938186.7226559995, 1654175.507813 4938185.8789059995, 1654216.328125 4938193.914063, 1654225.09375 4938194.4414059995, 1654297.339844 4938182.8125, 1654317.125 4938175.6367190005, 1654324.433594 4938168.078125, 1654331.46875 4938160.8007809995, 1654343.835938 4938153.132813, 1654438.558594 4938128.398438, 1654563.210938 4938116.28125, 1654800.886719 4937998.0625, 1654841.941406 4937966.898438, 1654893.523438 4937936.328125, 1654931.046875 4937913.179688, 1654977.691406 4937895.6445309995, 1655011.007813 4937885.6523440005, 1655040.640625 4937874.2539059995, 1655058.597656 4937868.960938, 1655101.25 4937853.5, 1655104.949219 4937851.492188, 1655105.796875 4937847.859375, 1655036.667969 4937736.9257809995, 1654932.535156 4937571.6132809995, 1654904.65625 4937511.1445309995, 1654890.585938 4937486.5117190005, 1654825.273438 4937373.1523440005, 1654757.585938 4937271.992188, 1654692.699219 4937178.2539059995, 1654687.152344 4937170.070313, 1654645.910156 4937117.5585940005, 1654623.21875 4937088.523438, 1654601.519531 4937053.570313, 1654583.890625 4937035.1367190005, 1654570.585938 4937021.2539059995, 1654553.972656 4937006.1757809995, 1654547.464844 4937010.585938, 1654517.214844 4936977.15625, 1654323.511719 4936827.945313, 1654087.332031 4936757.1445309995, 1653896.304688 4936636.8945309995, 1653822.761719 4936503.320313, 1653783.867188 4936302.617188, 1653781.535156 4936235.7226559995, 1653781.433594 4936233.7304690005, 1653781.3125 4936231.296875, 1653754.742188 4936238.867188, 1653741.023438 4936241.984375, 1653726.082031 4936249.2304690005, 1653442.632813 4936387.6445309995, 1653240.050781 4936486.1757809995, 1653090.59375 4936558.9023440005, 1653089.539063 4936559.492188, 1653170.734375 4936725.7539059995, 1653171.734375 4936729.1054690005, 1653075.632813 4936774.0585940005, 1653077.875 4936777.7460940005, 1653154.238281 4936916.8320309995, 1653195.554688 4936898.632813, 1653242.136719 4936877.929688, 1653266.617188 4936867.148438, 1653348.359375 4937013.3476559995, 1653248.402344 4937051.5664059995, 1653248.890625 4937052.734375, 1653192.871094 4937074.351563, 1653180.191406 4937081.5585940005, 1653114.769531 4937123.4960940005, 1653195 4937272.5351559995, 1653168.984375 4937285.453125, 1653101.050781 4937319.242188, 1652963.472656 4937388.3164059995, 1652962.402344 4937390.0625, 1652902.761719 4937419.820313, 1652896.484375 4937423.125, 1652878.164063 4937431.8007809995, 1652832.847656 4937333.9023440005, 1652782.039063 4937224.0351559995, 1652743.9375 4937244.570313, 1652683.648438 4937277.085938, 1652589.675781 4937327.484375, 1652503.039063 4937373.671875, 1652456.640625 4937398.4804690005, 1652436.839844 4937409.296875, 1652420.078125 4937392.1210940005, 1652402.648438 4937416.859375, 1652392.253906 4937431.3242190005, 1652362.015625 4937473.0195309995, 1652384.851563 4937509.0664059995, 1652423.242188 4937569.6601559995, 1652429.117188 4937578.023438, 1652457.871094 4937623.5273440005, 1652437.90625 4937636.828125, 1652409.019531 4937655.835938, 1652401.3125 4937660.8789059995, 1652387.515625 4937670.03125, 1652369.328125 4937682.601563, 1652367.25 4937683.7460940005, 1652376.820313 4937697.5625, 1652379.609375 4937708.96875, 1652396.597656 4937727.4726559995, 1652407.246094 4937752.5664059995, 1652418.152344 4937766.7617190005, 1652429.054688 4937770.054688, 1652465.058594 4937822.015625, 1652480.019531 4937834.945313, 1652490.925781 4937852.6875, 1652497.261719 4937865.1054690005, 1652498.023438 4937870.9375, 1652495.058594 4937878.6132809995, 1652493.714844 4937882.0898440005, 1652496.597656 4937896.4804690005, 1652507.5 4937907.3789059995, 1652516.121094 4937924.8710940005, 1652518.910156 4937930.1914059995, 1652521.703125 4937937.289063, 1652550.121094 4937964.4414059995, 1652554.285156 4937976.2304690005, 1652573.015625 4937991.835938, 1652580.648438 4938010.2148440005, 1652593.136719 4938025.4726559995, 1652613.605469 4938051.4804690005, 1652627.480469 4938066.742188, 1652640.664063 4938076.796875, 1652667.027344 4938090.6679690005, 1652701 4938106.2460940005, 1652706.285156 4938101.640625, 1652721.835938 4938096.414063, 1652736.160156 4938099.546875, 1652751.601563 4938111.40625, 1652854.140625 4938192.6914059995, 1652970.304688 4938275.2148440005, 1653045.3125 4938329.28125, 1653172.824219 4938431.789063, 1653183.761719 4938434.289063, 1653389.866322 4938322.629178, 1653442.646638 4938294.034747, 1653456.972656 4938286.273438, 1653554.878906 4938235.6367190005)))",129,16,3245347
Storico_Sez__Elettorali_2011_preview.130,"MULTIPOLYGON (((1651367.894531 4944069.9804690005, 1651205.984375 4944088.4570309995, 1651105.714844 4944100.804688, 1651142.722656 4944176.1289059995, 1651176.363281 4944246.21875, 1651201.007813 4944297.84375, 1651220.230469 4944337.601563, 1651230.238281 4944358.6679690005, 1651240.429688 4944382.335938, 1651286.820313 4944362.84375, 1651332.238281 4944342.3789059995, 1651395.035156 4944315.1835940005, 1651437.972656 4944296.132813, 1651458.417969 4944334.5351559995, 1651470.167969 4944353.03125, 1651510.097114 4944410.405902999, 1651517.472656 4944421.0039059995, 1651545.226563 4944444.9882809995, 1651585.511719 4944466.726563, 1651673.003906 4944509.6835940005, 1651678.378906 4944499.101563, 1651711.726563 4944438.921875, 1651735.953125 4944394.375, 1651756.273438 4944356.859375, 1651731.265625 4944345.398438, 1651656.988281 4944309.953125, 1651654.445313 4944308.3789059995, 1651637.058594 4944297.6289059995, 1651619.226563 4944283.46875, 1651601.132813 4944263.2773440005, 1651580.152344 4944232.5976559995, 1651558.261719 4944200.5664059995, 1651540.375 4944174.398438, 1651503.945313 4944121.8476559995, 1651462.839844 4944059.320313, 1651406.15625 4944065.6835940005, 1651367.894531 4944069.9804690005)))",130,18,137168
Storico_Sez__Elettorali_2011_preview.131,"MULTIPOLYGON (((1651395.136719 4944607.8398440005, 1651358.402344 4944578.2226559995, 1651331.863281 4944550.3789059995, 1651313.921875 4944524.6210940005, 1651362.234375 4944498.53125, 1651416.832031 4944470.625, 1651472.191406 4944443.875, 1651517.472656 4944421.0039059995, 1651510.097114 4944410.405902999, 1651470.167969 4944353.03125, 1651458.417969 4944334.5351559995, 1651437.972656 4944296.132813, 1651395.035156 4944315.1835940005, 1651332.238281 4944342.3789059995, 1651286.820313 4944362.84375, 1651240.429688 4944382.335938, 1651230.238281 4944358.6679690005, 1651220.230469 4944337.601563, 1651201.007813 4944297.84375, 1651176.363281 4944246.21875, 1651142.722656 4944176.1289059995, 1651105.714844 4944100.804688, 1651045.84375 4944107.914063, 1651025.566406 4944111.5195309995, 1651012.164063 4944113.9023440005, 1650967.996094 4944123.4570309995, 1650826.921875 4944156.53125, 1650841.9375 4944182.2695309995, 1650848.132813 4944192.757813, 1650855.761719 4944201.335938, 1650863.863281 4944207.53125, 1650872.921875 4944212.0625, 1650887.933594 4944217.5429690005, 1650957.707031 4944248.867188, 1650972.980469 4944282.570313, 1650934.457031 4944294.171875, 1650963.039063 4944367.8789059995, 1650965.519531 4944374.1367190005, 1650969.773438 4944380.0429690005, 1650978.632813 4944388.0742190005, 1650986.386719 4944394.6289059995, 1650994.761719 4944402.382813, 1651000.964844 4944409.2070309995, 1651022.058594 4944468.148438, 1651025.372132 4944477.4048959995, 1651124.940625 4944455.129173, 1651144.8903350001 4944452.192677, 1651183.5693680001 4944538.085634, 1651200.054688 4944574.609375, 1651209.734375 4944596.0507809995, 1651215.980469 4944608.8164059995, 1651222.769531 4944619.5429690005, 1651232.546875 4944632.0351559995, 1651244.796875 4944645.8398440005, 1651255.292969 4944654.3867190005, 1651268.125 4944662.726563, 1651302.558594 4944681.8945309995, 1651330.214844 4944696.820313, 1651339.515625 4944701.5039059995, 1651347.199219 4944688.4375, 1651395.136719 4944607.8398440005)))",131,18,154576
Storico_Sez__Elettorali_2011_preview.132,"MULTIPOLYGON (((1650738.976563 4944534.0039059995, 1650716.996094 4944538.5625, 1650717.164063 4944539.1132809995, 1650735.46875 4944584.7148440005, 1650736.106438 4944586.344239, 1650740.957031 4944598.7382809995, 1650752.183594 4944627.4335940005, 1650754.995195 4944636.037293, 1650765.449219 4944668.0273440005, 1650776.328125 4944705.7070309995, 1650787.472656 4944738.3398440005, 1650801.269531 4944770.710938, 1650818.78125 4944806.796875, 1650833.90625 4944836.25, 1650849.296875 4944859.8632809995, 1650876.09375 4944898.867188, 1650977.9325549998 4944835.613953, 1650989.033899 4944828.653805001, 1651061.870374 4944782.9879290005, 1651125.448265 4944750.7508809995, 1651137.766143 4944745.019887, 1651154.112291 4944765.712898999, 1651155.784152 4944768.542202, 1651160.028106 4944776.387086, 1651165.686711 4944786.932668, 1651176.4895020002 4944801.336391, 1651188.4375 4944815.7226559995, 1651193.039063 4944821.3007809995, 1651206 4944835.1289059995, 1651298.574219 4944914.8164059995, 1651320.699219 4944886.164063, 1651355.484375 4944839.5273440005, 1651424.367188 4944744.2304690005, 1651339.515625 4944701.5039059995, 1651330.214844 4944696.820313, 1651302.558594 4944681.8945309995, 1651268.125 4944662.726563, 1651255.292969 4944654.3867190005, 1651244.796875 4944645.8398440005, 1651232.546875 4944632.0351559995, 1651222.769531 4944619.5429690005, 1651215.980469 4944608.8164059995, 1651209.734375 4944596.0507809995, 1651200.054688 4944574.609375, 1651183.5693680001 4944538.085634, 1651144.8903350001 4944452.192677, 1651124.940625 4944455.129173, 1651025.372132 4944477.4048959995, 1651022.058594 4944468.148438, 1651000.964844 4944409.2070309995, 1650994.761719 4944402.382813, 1650986.386719 4944394.6289059995, 1650978.632813 4944388.0742190005, 1650969.773438 4944380.0429690005, 1650965.519531 4944374.1367190005, 1650963.039063 4944367.8789059995, 1650934.457031 4944294.171875, 1650893.304688 4944308.453125, 1650887.710938 4944311.617188, 1650882.753906 4944316.0507809995, 1650878.742188 4944320.585938, 1650873.625 4944327.1289059995, 1650851.183594 4944359.492188, 1650841.113281 4944372.6132809995, 1650733.230469 4944520.1523440005, 1650738.976563 4944534.0039059995)))",132,18,212957
Storico_Sez__Elettorali_2011_preview.133,"MULTIPOLYGON (((1651594.132813 4944701.4804690005, 1651649.394531 4944603.46875, 1651695.574219 4944520.4648440005, 1651673.003906 4944509.6835940005, 1651585.511719 4944466.726563, 1651545.226563 4944444.9882809995, 1651517.472656 4944421.0039059995, 1651472.191406 4944443.875, 1651416.832031 4944470.625, 1651362.234375 4944498.53125, 1651313.921875 4944524.6210940005, 1651331.863281 4944550.3789059995, 1651358.402344 4944578.2226559995, 1651395.136719 4944607.8398440005, 1651347.199219 4944688.4375, 1651339.515625 4944701.5039059995, 1651424.367188 4944744.2304690005, 1651437.167969 4944750.3632809995, 1651497.433594 4944779.242188, 1651540.332031 4944799.0117190005, 1651547.585938 4944785.4257809995, 1651554.832031 4944772.6523440005, 1651594.132813 4944701.4804690005)))",133,18,82419
Storico_Sez__Elettorali_2011_preview.134,"MULTIPOLYGON (((1651711.726563 4944438.921875, 1651678.378906 4944499.101563, 1651673.003906 4944509.6835940005, 1651695.574219 4944520.4648440005, 1651649.394531 4944603.46875, 1651594.132813 4944701.4804690005, 1651554.832031 4944772.6523440005, 1651547.585938 4944785.4257809995, 1651540.332031 4944799.0117190005, 1651557.636719 4944807.21875, 1651634.03125 4944840.3125, 1651707.148438 4944869.875, 1651752.777344 4944786.4023440005, 1651782.390625 4944728.0898440005, 1651688.050781 4944679.851563, 1651713.695313 4944636.1914059995, 1651760.964844 4944554.3320309995, 1651801.34375 4944486.078125, 1651890.105469 4944531.445313, 1651913.214844 4944487.453125, 1651939.429688 4944437.6875, 1651880.535156 4944411.2304690005, 1651861.4375 4944402.8007809995, 1651851.894531 4944398.585938, 1651771.632813 4944363.625, 1651756.273438 4944356.859375, 1651735.953125 4944394.375, 1651711.726563 4944438.921875)))",134,18,68689
Storico_Sez__Elettorali_2011_preview.135,"MULTIPOLYGON (((1651989.789063 4944686.257813, 1651883.449219 4944859.984375, 1651844.128906 4944830.773438, 1651808.925781 4944911.976563, 1651848.375 4944929.6757809995, 1651915.8125 4944956.15625, 1652037.023438 4945008.0585940005, 1652067.859375 4944942.7226559995, 1652102.800781 4944960.351563, 1652196.699219 4944803.5, 1652154.871094 4944778.4648440005, 1651989.789063 4944686.257813)), ((1651939.429688 4944437.6875, 1651913.214844 4944487.453125, 1651890.105469 4944531.445313, 1651851.003906 4944605.648438, 1651989.789063 4944686.257813, 1652036.945313 4944614.0898440005, 1652083.035156 4944541.5664059995, 1652004.4375 4944484.7617190005, 1651939.429688 4944437.6875)))",135,18,95472
Storico_Sez__Elettorali_2011_preview.136,"MULTIPOLYGON (((1652067.859375 4944942.7226559995, 1652037.023438 4945008.0585940005, 1652150.632813 4945060.6523440005, 1652180.167969 4944998.1757809995, 1652180.28125 4944998.2304690005, 1652200.941406 4945008.132813, 1652209.566406 4945009.2851559995, 1652211.703125 4944996.9414059995, 1652252.683594 4944926.828125, 1652259.050781 4944922.0429690005, 1652304.171875 4944887.765625, 1652401.957031 4944816.15625, 1652423.171875 4944803.3320309995, 1652399.996094 4944774.7460940005, 1652326.761719 4944719.84375, 1652288.902344 4944691.757813, 1652234.558594 4944652.6757809995, 1652163.417969 4944598.3710940005, 1652140.195313 4944582.2929690005, 1652083.035156 4944541.5664059995, 1652036.945313 4944614.0898440005, 1651989.789063 4944686.257813, 1652154.871094 4944778.4648440005, 1652196.699219 4944803.5, 1652102.800781 4944960.351563, 1652067.859375 4944942.7226559995)))",136,18,90183
Storico_Sez__Elettorali_2011_preview.137,"MULTIPOLYGON (((1651887.183594 4945279.5742190005, 1651878.378906 4945324.859375, 1651874.289063 4945349.078125, 1651934.683594 4945433.1992190005, 1651963.34375 4945418.171875, 1652047.230469 4945376.9257809995, 1652045.484375 4945352.8085940005, 1652043.386719 4945328.3398440005, 1652038.492188 4945258.4335940005, 1652032.589844 4945181.5039059995, 1652006.710938 4945128.4882809995, 1652215.632813 4945127.1679690005, 1652216.289063 4945114.8710940005, 1652218.746094 4945109.953125, 1652223.503906 4945105.3632809995, 1652231.535156 4945099.789063, 1652223.175781 4945065.359375, 1652209.566406 4945009.2851559995, 1652200.941406 4945008.132813, 1652180.28125 4944998.2304690005, 1652180.167969 4944998.1757809995, 1652150.632813 4945060.6523440005, 1652037.023438 4945008.0585940005, 1651915.8125 4944956.15625, 1651941.839844 4945008.320313, 1651853.839844 4945150.320313, 1651910.863281 4945160.84375, 1651887.183594 4945279.5742190005)))",137,18,77707
Storico_Sez__Elettorali_2011_preview.138,"MULTIPOLYGON (((1651478.441406 4945687.226563, 1651500.902344 4945723.328125, 1651516.414063 4945750.6054690005, 1651555.828125 4945825.8242190005, 1651616.976563 4945958.070313, 1651689.847656 4946118.1523440005, 1651766.875 4946072.132813, 1651804.222656 4946048.679688, 1651841.84375 4946025.9257809995, 1651976.152344 4945945.140625, 1652076.191406 4945884.9726559995, 1652099.890625 4945870.78125, 1652096.683594 4945863.210938, 1652095.507813 4945854.7773440005, 1652072.792969 4945647.6210940005, 1652064.492188 4945573.296875, 1652058.582031 4945528.96875, 1652055.023438 4945476.8789059995, 1652047.230469 4945376.9257809995, 1651963.34375 4945418.171875, 1651934.683594 4945433.1992190005, 1651874.289063 4945349.078125, 1651878.378906 4945324.859375, 1651855.417969 4945320.773438, 1651832.289063 4945316.976563, 1651809.25 4945314, 1651809.214844 4945314.1757809995, 1651803.84375 4945342.1601559995, 1651794.722656 4945392.789063, 1651797.867188 4945399.710938, 1651850.796875 4945470.039063, 1651866.902344 4945466.6757809995, 1651768.628906 4945526.3320309995, 1651679.84375 4945578.265625, 1651677.050781 4945581.6601559995, 1651661.058594 4945590.0585940005, 1651632.582031 4945605.070313, 1651503.863281 4945671.6054690005, 1651478.441406 4945687.226563)))",138,18,273489
Storico_Sez__Elettorali_2011_preview.139,"MULTIPOLYGON (((1651478.441406 4945687.226563, 1651503.863281 4945671.6054690005, 1651632.582031 4945605.070313, 1651661.058594 4945590.0585940005, 1651677.050781 4945581.6601559995, 1651679.84375 4945578.265625, 1651768.628906 4945526.3320309995, 1651734.023438 4945464.179688, 1651708.863281 4945409.0039059995, 1651689.367188 4945363.5429690005, 1651665.777344 4945308.1914059995, 1651645.335938 4945255.359375, 1651629.089844 4945214.171875, 1651613.734375 4945175.242188, 1651594.136719 4945124.570313, 1651595.089844 4945111.664063, 1651595.835938 4945103.742188, 1651573.320313 4945099.8320309995, 1651525.296875 4945174.765625, 1651519.605469 4945183.6992190005, 1651568.265625 4945221.148438, 1651569.375 4945221.867188, 1651555.320313 4945293.90625, 1651570.917969 4945305.6210940005, 1651618.167969 4945339.1289059995, 1651571.1875 4945368.8476559995, 1651539.425781 4945324.7148440005, 1651355.671875 4945140.742188, 1651336.207031 4945163.3867190005, 1651326.758196 4945174.481145, 1651307.789063 4945196.7539059995, 1651242.90625 4945265.320313, 1651194.558594 4945153.8125, 1651129.949219 4945092.9492190005, 1651126.7372120002 4945089.816348, 1651105.691406 4945069.289063, 1651099.921875 4945067.476563, 1651093.820313 4945068.960938, 1651029.335938 4945115.609375, 1651112.25 4945215.7148440005, 1651194.371094 4945314.226563, 1651225.164063 4945351.640625, 1651256.433594 4945389.6289059995, 1651275.628906 4945412.9492190005, 1651284.640625 4945423.898438, 1651409.078125 4945586.273438, 1651454.601563 4945651.5273440005, 1651478.441406 4945687.226563)))",139,18,189551
Storico_Sez__Elettorali_2011_preview.140,"MULTIPOLYGON (((1651756.039063 4945243.09375, 1651700.058594 4945232.7148440005, 1651710.121094 4945178.9375, 1651637.636719 4945166.1601559995, 1651613.734375 4945175.242188, 1651629.089844 4945214.171875, 1651645.335938 4945255.359375, 1651665.777344 4945308.1914059995, 1651689.367188 4945363.5429690005, 1651708.863281 4945409.0039059995, 1651734.023438 4945464.179688, 1651768.628906 4945526.3320309995, 1651866.902344 4945466.6757809995, 1651850.796875 4945470.039063, 1651797.867188 4945399.710938, 1651794.722656 4945392.789063, 1651803.84375 4945342.1601559995, 1651809.214844 4945314.1757809995, 1651809.25 4945314, 1651832.289063 4945316.976563, 1651855.417969 4945320.773438, 1651878.378906 4945324.859375, 1651887.183594 4945279.5742190005, 1651910.863281 4945160.84375, 1651853.839844 4945150.320313, 1651775.398438 4945136.3710940005, 1651756.039063 4945243.09375)))",140,18,56561
