PragaDate,DAILY_TMIN,DAILY_TMAX,DAILY_PREC
1978-01-01,-4.3,4.1,0.1
1978-01-02,-3.2,4.2,0.0
1978-01-03,2.9,4.5,10.2
1978-01-04,-1.0,4.5,0.0
1978-01-05,-2.9,1.4,0.0
1978-01-06,-5.7,1.9,0.0
1978-01-07,-5.5,3.1,0.0
1978-01-08,-6.7,4.8,0.0
1978-01-09,-2.0,3.7,0.0
1978-01-10,-4.3,3.2,0.1
1978-01-11,-1.3,2.0,11.8
1978-01-12,-1.1,2.7,104.2
1978-01-13,0.3,2.9,54.1
1978-01-14,2.3,3.4,0.5
1978-01-15,0.9,4.6,14.4
1978-01-16,-0.5,1.4,6.5
1978-01-17,-1.0,1.1,2.1
1978-01-18,-1.6,0.7,3.8
1978-01-19,-2.7,0.2,9.2
1978-01-20,-3.0,-0.5,4.2
1978-01-21,-2.9,0.4,3.0
1978-01-22,-2.4,-0.6,3.7
1978-01-23,-3.1,1.7,0.4
1978-01-24,-1.3,1.7,0.0
1978-01-25,-2.3,3.9,0.1
1978-01-26,-2.0,3.7,0.0
1978-01-27,-3.3,2.5,0.0
1978-01-28,-1.4,3.5,12.3
1978-01-29,-3.1,3.4,88.3
1978-01-30,-4.5,0.6,0.0
1978-01-31,-5.4,0.9,0.0
1978-02-01,-4.0,2.6,0.5
1978-02-02,-1.0,2.3,4.1
1978-02-03,-3.1,1.6,5.0
1978-02-04,-2.3,1.7,0.0
1978-02-05,1.5,1.6,0.0
1978-02-06,1.0,1.1,0.0
1978-02-07,-7.5,1.2,0.1
1978-02-08,-5.1,1.4,0.0
1978-02-09,-3.7,2.1,0.0
1978-02-10,-5.8,0.9,3.4
1978-02-11,-5.5,3.0,8.9
1978-02-12,-2.3,3.0,11.2
1978-02-13,-0.9,0.8,4.8
1978-02-14,-0.9,3.0,0.2
1978-02-15,-5.3,0.4,0.4
1978-02-16,-5.5,1.6,1.1
1978-02-17,-1.8,2.9,0.6
1978-02-18,-0.5,0.9,3.5
1978-02-19,-0.5,1.6,1.2
1978-02-20,-0.9,2.2,8.2
1978-02-21,-2.5,3.8,0.0
1978-02-22,-1.5,4.9,0.1
1978-02-23,-1.1,4.9,0.0
