PragaDate,DAILY_TMIN,DAILY_TMAX,DAILY_PREC
2023-01-01,6.3,6.8,10.3
2023-01-02,6.0,6.2,1.2
2023-01-03,6.3,6.4,3.1
2023-01-04,6.2,9.4,0.2
2023-01-05,4.1,8.0,0.0
2023-01-06,3.1,10.2,0.0
2023-01-07,3.5,6.0,5.5
2023-01-08,6.1,6.4,84.4
2023-01-09,0.5,7.1,0.2
2023-01-10,0.3,5.2,0.0
2023-01-11,0.6,8.3,0.0
2023-01-12,-2.0,9.2,0.0
2023-01-13,1.9,8.4,0.0
2023-01-14,0.5,10.4,0.2
2023-01-15,2.5,6.1,7.2
2023-01-16,-2.3,1.4,3.1
2023-01-17,-2.2,1.9,13.1
2023-01-18,-3.0,1.2,1.4
2023-01-19,-6.8,-3.3,1.3
2023-01-20,-7.3,-2.9,1.8
2023-01-21,-7.6,-1.7,2.0
2023-01-22,-4.0,-3.2,0.0
2023-01-23,-3.2,-1.7,7.6
2023-01-24,0.0,0.7,2.1
2023-01-25,-1.4,1.0,0.2
2023-01-26,-4.5,-0.4,0.0
2023-01-27,-5.3,-2.6,0.0
2023-01-28,-4.8,-2.5,0.0
2023-01-29,-4.8,0.8,0.0
2023-01-30,-2.6,3.2,0.0
2023-01-31,-1.8,8.3,0.3
2023-02-01,-1.6,5.5,0.0
2023-02-02,-3.3,9.5,0.2
2023-02-03,1.8,9.4,0.0
2023-02-04,-2.4,13.2,0.0
2023-02-05,-2.4,5.6,0.0
2023-02-06,-2.4,0.7,0.0
2023-02-07,-5.8,-1.9,0.0
2023-02-08,-4.6,-2.0,0.0
2023-02-09,-7.9,-4.0,0.0
2023-02-10,-8.4,4.5,0.0
2023-02-11,-6.0,9.3,0.0
2023-02-12,-2.2,10.4,0.0
2023-02-13,-3.2,10.3,0.0
2023-02-14,-1.4,13.3,0.0
2023-02-15,0.9,15.5,0.0
2023-02-16,-0.7,5.9,0.0
2023-02-17,3.2,5.0,0.0
2023-02-18,3.9,6.2,0.0
2023-02-19,3.8,6.3,0.5
2023-02-20,3.5,13.3,0.2
2023-02-21,3.6,5.0,0.0
2023-02-22,3.2,3.3,2.5
2023-02-23,4.9,5.2,1.8
2023-02-24,4.7,4.9,1.0
2023-02-25,4.7,5.9,2.2
2023-02-26,-5.8,7.7,0.5
2023-02-27,-5.5,-1.4,3.1
2023-02-28,-3.7,-2.6,1.5
2023-03-01,-1.9,-1.1,1.5
2023-03-02,-0.2,1.9,0.4
2023-03-03,0.5,5.4,0.0
2023-03-04,0.8,8.2,0.0
2023-03-05,0.5,8.0,0.0
2023-03-06,3.2,3.6,0.9
2023-03-07,3.1,4.0,1.2
2023-03-08,4.4,5.2,5.4
2023-03-09,4.8,10.0,1.7
2023-03-10,7.8,11.2,0.4
2023-03-11,7.0,14.5,0.0
2023-03-12,4.0,15.5,0.0
2023-03-13,5.1,9.6,6.7
2023-03-14,5.5,7.6,17.8
2023-03-15,1.2,7.7,0.0
2023-03-16,-3.4,9.1,0.0
2023-03-17,-3.3,11.6,0.0
2023-03-18,1.2,10.7,0.0
2023-03-19,1.9,7.4,0.8
2023-03-20,3.0,11.0,0.6
2023-03-21,2.3,14.0,0.0
2023-03-22,3.1,14.0,0.0
2023-03-23,2.7,10.0,0.2
2023-03-24,7.2,7.5,0.6
2023-03-25,0.7,12.3,0.3
2023-03-26,2.2,5.2,22.0
2023-03-27,-2.0,8.5,0.0
2023-03-28,-0.6,8.7,0.0
2023-03-29,1.0,7.3,2.3
2023-03-30,6.3,6.6,3.4
2023-03-31,4.5,5.0,2.3
2023-04-01,0.2,12.0,0.0
2023-04-02,3.7,10.0,0.0
2023-04-03,0.8,11.7,0.0
2023-04-04,-2.1,5.6,0.0
2023-04-05,-1.4,6.8,0.0
2023-04-06,-2.8,8.1,0.0
2023-04-07,-1.4,4.9,25.1
2023-04-08,1.2,9.7,7.8
2023-04-09,2.7,9.6,0.0
2023-04-10,3.0,10.7,0.0
2023-04-11,5.9,6.3,0.2
2023-04-12,6.2,6.9,0.8
2023-04-13,-2.6,5.2,24.3
2023-04-14,-3.3,9.7,2.3
2023-04-15,2.4,10.0,1.0
2023-04-16,0.1,12.4,0.0
2023-04-17,2.8,9.2,0.0
2023-04-18,5.7,12.3,0.0
2023-04-19,6.2,13.2,0.1
2023-04-20,6.6,8.3,2.7
2023-04-21,5.2,12.5,0.0
2023-04-22,5.3,15.1,0.0
2023-04-23,8.6,12.9,0.3
2023-04-24,5.8,15.4,1.1
2023-04-25,5.3,14.7,0.0
2023-04-26,3.6,13.8,0.0
2023-04-27,5.2,16.3,0.0
2023-04-28,7.9,13.2,0.0
2023-04-29,9.6,13.8,0.9
2023-04-30,9.4,14.2,0.0
2023-05-01,6.7,9.3,1.9
2023-05-02,6.0,10.9,3.1
2023-05-03,6.9,13.0,0.0
2023-05-04,5.1,17.8,0.0
2023-05-05,9.4,18.2,0.0
2023-05-06,6.5,18.9,0.0
2023-05-07,10.6,18.6,0.0
2023-05-08,8.1,17.1,3.7
2023-05-09,9.7,17.1,12.2
2023-05-10,4.7,11.8,19.1
2023-05-11,3.4,13.1,13.8
2023-05-12,6.3,10.7,12.4
2023-05-13,5.7,10.9,12.1
2023-05-14,4.0,11.4,4.4
2023-05-15,5.8,16.4,0.2
2023-05-16,7.5,9.2,0.5
2023-05-17,6.8,8.2,1.9
2023-05-18,7.7,11.9,1.0
2023-05-19,6.8,9.1,8.3
2023-05-20,6.9,8.4,7.1
2023-05-21,11.1,14.9,0.1
2023-05-22,9.5,17.1,0.5
2023-05-23,9.0,18.8,0.5
2023-05-24,9.9,18.8,0.0
2023-05-25,8.5,17.3,17.3
2023-05-26,9.2,20.8,0.0
2023-05-27,10.1,19.8,24.6
2023-05-28,12.1,19.2,0.9
2023-05-29,10.9,17.3,0.1
2023-05-30,9.8,17.9,1.1
2023-05-31,11.9,14.7,0.1
2023-06-01,11.1,16.6,5.9
2023-06-02,10.1,16.6,7.3
2023-06-03,9.7,16.7,7.6
2023-06-04,9.4,18.4,14.4
2023-06-05,9.4,14.3,4.1
2023-06-06,9.4,16.5,3.3
2023-06-07,10.1,17.1,4.5
2023-06-08,10.2,19.3,0.5
2023-06-09,11.8,18.5,0.2
2023-06-10,11.5,18.4,1.7
2023-06-11,11.3,20.7,2.3
2023-06-12,13.9,20.2,3.6
2023-06-13,12.7,19.1,10.0
2023-06-14,12.3,15.8,5.6
2023-06-15,11.4,20.5,0.6
2023-06-16,11.1,20.6,0.0
2023-06-17,10.2,21.0,0.0
2023-06-18,13.7,20.0,0.0
2023-06-19,16.0,21.2,0.4
2023-06-20,15.1,22.7,0.0
2023-06-21,15.4,25.4,0.0
2023-06-22,17.2,25.9,0.0
2023-06-23,13.6,23.7,0.0
2023-06-24,12.3,23.2,0.0
2023-06-25,12.6,24.0,0.0
2023-06-26,16.0,25.4,0.0
2023-06-27,16.0,23.2,0.0
2023-06-28,13.9,24.1,0.1
2023-06-29,15.7,21.2,0.0
2023-06-30,11.8,14.6,53.3
2023-07-01,11.1,19.8,0.0
2023-07-02,12.1,21.1,0.0
2023-07-03,13.3,19.4,0.0
2023-07-04,12.5,21.2,0.1
2023-07-05,13.2,21.4,0.0
2023-07-06,13.9,21.8,4.8
2023-07-07,12.7,22.5,0.3
2023-07-08,14.5,25.5,0.0
2023-07-09,17.6,27.4,0.0
2023-07-10,17.0,27.7,0.0
2023-07-11,18.5,26.0,0.0
2023-07-12,17.4,24.2,0.0
2023-07-13,12.8,23.0,27.5
2023-07-14,15.5,24.3,0.0
2023-07-15,16.8,24.6,0.0
2023-07-16,18.0,24.2,0.0
2023-07-17,17.5,25.9,0.0
2023-07-18,19.3,26.6,0.0
2023-07-19,17.9,25.3,0.0
2023-07-20,17.2,26.7,0.0
2023-07-21,17.3,20.5,0.0
2023-07-22,15.7,23.8,0.0
2023-07-23,16.6,23.7,0.0
2023-07-24,17.1,24.1,1.0
2023-07-25,12.3,21.3,18.0
2023-07-26,11.3,21.6,0.0
2023-07-27,9.3,21.9,0.0
2023-07-28,13.2,18.3,0.2
2023-07-29,18.0,19.8,0.4
2023-07-30,16.4,22.4,0.2
2023-07-31,14.6,24.1,0.0
2023-08-01,15.8,18.7,0.0
2023-08-02,12.9,22.1,0.0
2023-08-03,10.6,18.7,0.1
2023-08-04,9.4,16.3,0.6
2023-08-05,8.6,22.0,2.3
2023-08-06,10.8,20.9,0.0
2023-08-07,10.0,19.4,0.0
2023-08-08,8.4,19.7,0.0
2023-08-09,12.1,21.2,0.0
2023-08-10,13.0,24.6,0.0
2023-08-11,15.6,26.8,0.0
2023-08-12,14.9,26.3,0.0
2023-08-13,15.1,26.8,1.3
2023-08-14,15.5,27.7,7.9
2023-08-15,17.2,26.1,0.0
2023-08-16,17.3,26.7,0.9
2023-08-17,18.4,26.6,0.0
2023-08-18,16.8,28.1,7.8
2023-08-19,16.3,28.9,0.0
2023-08-20,19.0,28.6,0.0
2023-08-21,17.2,28.9,0.0
2023-08-22,17.9,29.8,0.0
2023-08-23,19.0,30.9,0.0
2023-08-24,20.5,29.7,0.0
2023-08-25,19.7,26.9,0.0
2023-08-26,19.3,22.1,0.0
2023-08-27,16.6,17.5,82.9
2023-08-28,9.1,13.2,52.2
2023-08-29,6.8,16.9,1.5
2023-08-30,7.4,17.3,0.4
2023-08-31,11.1,15.8,0.1
2023-09-01,11.1,17.1,0.0
2023-09-02,11.5,22.5,0.0
2023-09-03,13.3,24.2,0.0
2023-09-04,12.0,23.8,0.0
2023-09-05,12.3,18.6,0.0
2023-09-06,11.4,19.2,0.0
2023-09-07,12.3,20.3,0.0
2023-09-08,13.7,21.3,0.0
2023-09-09,12.8,22.9,0.0
2023-09-10,13.0,24.1,0.0
2023-09-11,13.4,23.5,0.0
2023-09-12,14.9,20.8,0.0
2023-09-13,13.5,17.7,5.4
2023-09-14,12.9,19.5,0.1
2023-09-15,11.2,21.8,0.2
